YEAR,SITE,SUBSITE,Unique_Site,CaMPClass1,CaMPClass2,NUTRIENTS_UNCODED_V2,NUTRIENTS_UNCODED_V3,PRIM_CLASS,PRIM_FORM,SEC_CLASS_1,SEC_CLASS_2,SEC_CLASS_3,PERMAFROST,PROV,LATN,Mins,LAT_deg,LAT_Min_round,LONGW,Mins,LONG_deg,LONG_Min_round,ECPROV_UNCODED,ECREGION_UNCODED,WETREGION_UNCODED,PEATDEPTH,IS_PEATDEPTH_EXTENDED,PFUPPER,PFLOWER,IS_PFLOWER_EXTENDED,WTDEPTH,WETTYPE,WETTYPE_UNCODED,NOTES
1971,31,B,1971-31-B,#N/A,#N/A,Very poor bog,Oligotrophic ,Bog,Peat plateau,Open or treeless,Mound,Center ,#N/A,Northwest Territories ,66.67,40.2,66,40,132.7,42,132,42,Subarctic,High Subarctic,Low Subarctic,158,N,33,160,Y,N/D,N/D,N/D,Lichen
1971,31,C,1971-31-C,#N/A,#N/A,Poor fen ,Dystrophic,Fen,Horizontal,Open or treeless,Not determined,Not determined,#N/A,Northwest Territories ,66.67,40.2,66,40,132.7,42,132,42,Subarctic,High Subarctic,Low Subarctic,221,N,216,221,Y,N/D,N/D,N/D,
1971,32,A,1971-32-A,#N/A,#N/A,Poor fen ,Dystrophic,Bog,Peat plateau,Open or treeless,Mound,"Edge, margin, or rim",#N/A,Northwest Territories ,66.67,40.2,66,40,132.7,42,132,42,Subarctic,High Subarctic,Low Subarctic,191,N,40,215,Y,N/D,N/D,N/D,
1971,32,B,1971-32-B,#N/A,#N/A,Poor fen ,Dystrophic,Bog,Peat plateau,Open or treeless,Mound,Center ,#N/A,Northwest Territories ,66.67,40.2,66,40,132.7,42,132,42,Subarctic,High Subarctic,Low Subarctic,147,N,33,155,Y,N/D,N/D,N/D,
1971,32,C,1971-32-C,#N/A,#N/A,Poor fen ,Dystrophic,Fen,Horizontal,Open or treeless,Not determined,Not determined,#N/A,Northwest Territories ,66.67,40.2,66,40,132.7,42,132,42,Subarctic,High Subarctic,Low Subarctic,221,N,N/D,N/D,N/D,N/D,N/D,N/D,
1971,33,A,1971-33-A,#N/A,#N/A,Very poor bog,Oligotrophic ,Bog,Palsa,Treed (coniferous),Mound,Center ,#N/A,Northwest Territories ,66.6,36,66,36,133.43,25.8,133,26,Subarctic,High Subarctic,Low Subarctic,346,N,35,350,Y,N/D,N/D,N/D,Ledum-Lichen
1971,33,B,1971-33-B,#N/A,#N/A,Very poor bog,Oligotrophic ,Bog,Peat plateau,Treed (coniferous),Mound,Center ,#N/A,Northwest Territories ,66.6,36,66,36,133.43,25.8,133,26,Subarctic,High Subarctic,Low Subarctic,285,N,25,320,Y,N/D,N/D,N/D,bS-Lichen
1971,35,,1971-35,#N/A,#N/A,Very poor bog,Oligotrophic ,Bog,Peat plateau,Treed (coniferous),Mound,"Edge, margin, or rim",#N/A,Northwest Territories ,67.33,19.8,67,20,134.6,36,134,36,Subarctic,High Subarctic,Low Subarctic,137,N,33,140,Y,N/D,N/D,N/D,bS-Lichen
1971,36,,1971-36,#N/A,#N/A,Poor fen ,Dystrophic,Fen,Horizontal,Treed (coniferous),Not determined,Not determined,#N/A,Northwest Territories ,67.18,10.8,67,11,134.55,33,134,33,Subarctic,High Subarctic,Low Subarctic,142,Y,41,141,Y,N/D,N/D,N/D,Larch-Sedge
1971,4,,1971-4,#N/A,#N/A,Poor fen ,Dystrophic,Bog,Peat plateau,Treed (coniferous),Mound,Center ,#N/A,Northwest Territories ,66.12,7.2,66,7,129.52,31.2,129,31,Subarctic,Low Subarctic,Low Subarctic,127,N,15,127,Y,N/D,N/D,N/D,bS-Lichen
1971,5,A,1971-5-A,#N/A,#N/A,Moderately rich fen ,Mesotrophic,Bog,Peat plateau,Treed (coniferous),Mound,"Edge, margin, or rim",#N/A,Northwest Territories ,66.1,6,66,6,128.35,21,128,21,Subarctic,Low Subarctic,Low Subarctic,177,N,19,198,Y,N/D,N/D,N/D,bS-Lichen
1971,5,B,1971-5-B,#N/A,#N/A,Moderately rich fen ,Mesotrophic,Bog,Peat plateau,Treed (coniferous),Mound,Center ,#N/A,Northwest Territories ,66.1,6,66,6,128.35,21,128,21,Subarctic,Low Subarctic,Low Subarctic,168,N,20,181,Y,N/D,N/D,N/D,bS-Lichen
1971,5,C,1971-5-C,#N/A,#N/A,Moderately rich fen ,Mesotrophic,Bog,Peat plateau,Treed (coniferous),Mound,"Edge, margin, or rim",#N/A,Northwest Territories ,66.1,6,66,6,128.35,21,128,21,Subarctic,Low Subarctic,Low Subarctic,180,N,N/D,N/D,N/D,N/D,N/D,N/D,
1971,6,A,1971-6-A,#N/A,#N/A,Moderately rich fen ,Mesotrophic,Bog,Peat plateau,Treed (coniferous),Mound,"Edge, margin, or rim",#N/A,Northwest Territories ,66.1,6,66,6,128.35,21,128,21,Subarctic,Low Subarctic,Low Subarctic,178,N,22,183,Y,N/D,N/D,N/D,
1971,6,B,1971-6-B,#N/A,#N/A,Moderately rich fen ,Mesotrophic,Fen,Horizontal,Open or treeless,Not determined,Not determined,#N/A,Northwest Territories ,66.1,6,66,6,128.35,21,128,21,Subarctic,Low Subarctic,Low Subarctic,165,N,N/D,N/D,N/D,N/D,N/D,N/D,
1971,7,,1971-7,#N/A,#N/A,Moderately rich fen ,Mesotrophic,Bog,Peat plateau,Treed (coniferous),Mound,"Edge, margin, or rim",#N/A,Northwest Territories ,65.93,55.8,65,56,129.83,49.8,129,50,Subarctic,High Subarctic,Low Subarctic,335,N,15,340,Y,N/D,N/D,N/D,bS-Lichen
1971,7,A,1971-7-A,#N/A,#N/A,Moderately rich fen ,Mesotrophic,Fen,Horizontal,Open or treeless,Not determined,Not determined,#N/A,Northwest Territories ,65.93,55.8,65,56,129.83,49.8,129,50,Subarctic,High Subarctic,Low Subarctic,71,Y,N/D,N/D,N/D,N/D,N/D,N/D,
1971,8,,1971-8,#N/A,#N/A,Moderately rich fen ,Mesotrophic,Bog,Peat plateau,Open or treeless,Mound,"Edge, margin, or rim",#N/A,Northwest Territories ,65.93,55.8,65,56,129.75,45,129,45,Subarctic,High Subarctic,Low Subarctic,239,N,23,244,N,N/D,N/D,N/D,bS; burn
1971,9,,1971-9,#N/A,#N/A,Moderately rich fen ,Mesotrophic,Bog,Peat plateau,Open or treeless,Center ,Not determined,#N/A,Northwest Territories ,66.3,18,66,18,128.38,22.8,128,23,Subarctic,Low Subarctic,Low Subarctic,102,N,20,102,Y,N/D,N/D,N/D,Lichen
1972,1,,1972-1,#N/A,#N/A,Very poor fen ,Oligotrophic ,Bog,Peat plateau,Treed (coniferous),Mound,Center ,#N/A,Northwest Territories ,66.52,31.2,66,31,134.2,12,134,12,Subarctic,High Subarctic,Low Subarctic,182,N,18,184,N,N/D,N/D,N/D,bS-Ledum
1972,10,A,1972-10-A,#N/A,#N/A,Poor fen ,Dystrophic,Bog,Peat plateau,Treed (coniferous),Mound,"Edge, margin, or rim",#N/A,Yukon Territory,65.62,37.2,65,37,134.3,18,134,18,Subarctic,High Subarctic,Low Subarctic,158,N,26,170,Y,N/D,N/D,N/D,bS-Betula
1972,10,B,1972-10-B,#N/A,#N/A,Poor fen ,Dystrophic,Fen,Horizontal,Open or treeless,Not determined,Not determined,#N/A,Yukon Territory,65.62,37.2,65,37,134.3,18,134,18,Subarctic,High Subarctic,Low Subarctic,198,N,42,60,N,N/D,N/D,N/D,Drep-Sedge
1972,10,C,1972-10-C,#N/A,#N/A,Poor fen ,Dystrophic,Bog,Peat plateau,Treed (coniferous),Mound,Center ,#N/A,Yukon Territory,65.62,37.2,65,37,134.3,18,134,18,Subarctic,High Subarctic,Low Subarctic,105,N,22,115,Y,N/D,N/D,N/D,bS-Lichen
1972,102,,1972-102,#N/A,#N/A,Moderately rich fen ,Mesotrophic,Bog,Peat plateau,Treed (coniferous),Mound,Center ,#N/A,Northwest Territories ,61.12,7.2,61,7,122.73,43.8,122,44,Boreal,Subhumid Mid-Boreal,Continental High Boreal,350,N,35,350,Y,N/D,N/D,N/D,originally site T2
1972,11,A,1972-11-A,#N/A,#N/A,Very poor fen ,Oligotrophic ,Bog,Palsa,Treed (coniferous),Mound,Center ,#N/A,Yukon Territory,65.62,37.2,65,37,134.3,18,134,18,Subarctic,High Subarctic,Low Subarctic,140,N,37,160,Y,N/D,N/D,N/D,bS-Lichen
1972,11,B,1972-11-B,#N/A,#N/A,Very poor fen ,Oligotrophic ,Fen,Horizontal,Open or treeless,Not determined,Not determined,#N/A,Yukon Territory,65.62,37.2,65,37,134.3,18,134,18,Subarctic,High Subarctic,Low Subarctic,192,N,39,53,N,N/D,N/D,N/D,Drep-Sedge
1972,115,A,1972-115-A,#N/A,#N/A,Moderately rich fen ,Mesotrophic,Bog,Peat plateau,Treed (coniferous),Mound,Center ,#N/A,Northwest Territories ,62.53,31.8,62,32,120.77,46.2,120,46,Subarctic,Low Subarctic,Continental High Boreal,145,N,45,150,Y,N/D,N/D,N/D,originally site T15A
1972,115,C,1972-115-C,#N/A,#N/A,Moderately rich fen ,Mesotrophic,Bog,Peat plateau,Treed (coniferous),Mound,"Edge, margin, or rim",#N/A,Northwest Territories ,62.53,31.8,62,32,120.77,46.2,120,46,Subarctic,Low Subarctic,Continental High Boreal,112,N,35,120,Y,N/D,N/D,N/D,originally site T15C
1972,116,,1972-116,#N/A,#N/A,Moderately rich fen ,Mesotrophic,Bog,Peat plateau,Treed (coniferous),Mound,Center ,#N/A,Northwest Territories ,62.72,43.2,62,43,121.07,4.2,121,4,Subarctic,Low Subarctic,Continental High Boreal,295,N,45,300,Y,N/D,N/D,N/D,originally site T16
1972,12,A,1972-12-A,#N/A,#N/A,Very poor fen ,Oligotrophic ,Bog,Peat plateau,Treed (coniferous),Mound,"Edge, margin, or rim",#N/A,Yukon Territory,65.53,31.8,65,32,134.75,45,134,45,Subarctic,High Subarctic,Low Subarctic,301,N,25,301,N,N/D,N/D,N/D,bS-Lichen
1972,12,B,1972-12-B,#N/A,#N/A,Very poor fen ,Oligotrophic ,Fen,Horizontal,Open or treeless,Not determined,Not determined,#N/A,Yukon Territory,65.53,31.8,65,32,134.75,45,134,45,Subarctic,High Subarctic,Low Subarctic,299,N,40,61,N,N/D,N/D,N/D,Sphag
1972,12,C,1972-12-C,#N/A,#N/A,Very poor fen ,Oligotrophic ,Bog,Peat plateau,Treed (coniferous),Mound,Center ,#N/A,Yukon Territory,65.53,31.8,65,32,134.75,45,134,45,Subarctic,High Subarctic,Low Subarctic,242,N,19,250,Y,N/D,N/D,N/D,bS-Lichen
1972,122,,1972-122,#N/A,#N/A,Moderately rich fen ,Mesotrophic,Bog,Peat plateau,Treed (coniferous),Mound,Center ,#N/A,Northwest Territories ,61.37,22.2,61,22,120.9,54,120,54,Boreal,Subhumid Mid-Boreal,Continental High Boreal,80,Y,37,80,Y,N/D,N/D,N/D,originally site T22
1972,127,A,1972-127-A,#N/A,#N/A,Moderately rich fen ,Mesotrophic,Bog,Polygonal peat plateau ,Open or treeless,"Edge, margin, or rim",Not determined,#N/A,Northwest Territories ,61.95,57,61,57,120.12,7.2,120,7,Subarctic,High Subarctic,Low Subarctic,100,Y,25,100,Y,N/D,N/D,N/D,originally site T27A
1972,127,B,1972-127-B,#N/A,#N/A,Moderately rich fen ,Mesotrophic,Bog,Polygonal peat plateau ,Open or treeless,Center ,Not determined,#N/A,Northwest Territories ,61.95,57,61,57,120.12,7.2,120,7,Subarctic,High Subarctic,Low Subarctic,278,N,24,280,Y,N/D,N/D,N/D,originally site T27B
1972,128,A,1972-128-A,#N/A,#N/A,Moderately rich fen ,Mesotrophic,Bog,Peat plateau,Treed (coniferous),Mound,Center ,#N/A,Northwest Territories ,63.3,18,63,18,123.6,36,123,36,Boreal,Subhumid High Boreal ,Low Subarctic,112,N,38,123,Y,N/D,N/D,N/D,originally site T28A
1972,129,B,1972-129-B,#N/A,#N/A,Moderately rich fen ,Mesotrophic,Bog,Palsa,Treed (coniferous),Mound,Center ,#N/A,Northwest Territories ,63.32,19.2,63,19,123.6,36,123,36,Boreal,Subhumid High Boreal ,Low Subarctic,282,N,47,308,Y,N/D,N/D,N/D,originally site T29B
1972,13,A,1972-13-A,#N/A,#N/A,Poor fen ,Dystrophic,Bog,Peat plateau,Treed (coniferous),Mound,Center ,#N/A,Yukon Territory,65.53,31.8,65,32,134.75,45,134,45,Subarctic,High Subarctic,Low Subarctic,137,N,22,144,Y,N/D,N/D,N/D,bS-Sphag
1972,13,B,1972-13-B,#N/A,#N/A,Poor fen ,Dystrophic,Bog,Peat plateau,Treed (coniferous),Mound,"Edge, margin, or rim",#N/A,Yukon Territory,65.53,31.8,65,32,134.75,45,134,45,Subarctic,High Subarctic,Low Subarctic,137,N,25,140,Y,N/D,N/D,N/D,bS-Sphag
1972,135,A,1972-135-A,#N/A,#N/A,Moderately rich fen ,Mesotrophic,Bog,Polygonal peat plateau ,Open or treeless,Center ,Not determined,#N/A,Northwest Territories ,63.37,22.2,63,22,123,0,123,0,Subarctic,Low Subarctic,Low Subarctic,215,N,45,222,Y,N/D,N/D,N/D,originally site T35A
1972,14,,1972-14,#N/A,#N/A,Very poor fen ,Oligotrophic ,Bog,Palsa,Treed (coniferous),Mound,Center ,#N/A,Yukon Territory,66.05,30,66,30,133.15,9,133,9,Subarctic,High Subarctic,Low Subarctic,158,N,39,165,Y,N/D,N/D,N/D,bS-Ledum
1972,15,A,1972-15-A,#N/A,#N/A,Poor fen ,Dystrophic,Bog,Palsa,Treed (coniferous),Mound,Center ,#N/A,Yukon Territory,65.92,55.2,65,55,133,0,133,0,Subarctic,High Subarctic,Low Subarctic,286,N,46,348,Y,N/D,N/D,N/D,bS-Polytr
1972,15,B,1972-15-B,#N/A,#N/A,Poor fen ,Dystrophic,Fen,Horizontal,Open or treeless,Not determined,Not determined,#N/A,Yukon Territory,65.92,55.2,65,55,133,0,133,0,Subarctic,High Subarctic,Low Subarctic,278,N,N/D,N/D,N/D,N/D,N/D,N/D,Sedge-Drep
1972,16,,1972-16,#N/A,#N/A,Moderately rich fen ,Mesotrophic,Bog,Peat plateau,Grassy,Not determined,Not determined,#N/A,Yukon Territory,65.92,55.2,65,55,133,0,133,0,Subarctic,High Subarctic,Low Subarctic,381,N,24,60,N,N/D,N/D,N/D,Chamaedaph
1972,17,,1972-17,#N/A,#N/A,Very poor fen ,Oligotrophic ,Bog,Peat plateau,Open or treeless,Mound,Not determined,#N/A,Yukon Territory,65.92,55.2,65,55,133,0,133,0,Subarctic,High Subarctic,Low Subarctic,333,N,57,358,Y,N/D,N/D,N/D,bS-Lichen
1972,18,,1972-18,#N/A,#N/A,Poor fen ,Dystrophic,Bog,Peat plateau,Open or treeless,Mound,Not determined,#N/A,Yukon Territory,65.92,55.2,65,55,133,0,133,0,Subarctic,High Subarctic,Low Subarctic,287,N,22,65,N,N/D,N/D,N/D,Sphag-Ledum
1972,19,,1972-19,#N/A,#N/A,Very poor bog,Oligotrophic ,Bog,Peat plateau,Treed (coniferous),Mound,"Edge, margin, or rim",#N/A,Yukon Territory,66.43,25.8,66,26,137.43,25.8,137,26,Subarctic,High Subarctic,Low Subarctic,176,N,38,190,Y,N/D,N/D,N/D,bS-Lichen
1972,2,A,1972-2-A,#N/A,#N/A,Poor fen ,Dystrophic,Bog,Peat plateau,Treed (coniferous),Mound,"Edge, margin, or rim",#N/A,Northwest Territories ,66.75,45,66,45,135.37,22.2,135,22,Subarctic,High Subarctic,Low Subarctic,242,N,14,245,Y,N/D,N/D,N/D,
1972,2,B,1972-2-B,#N/A,#N/A,Very poor fen ,Oligotrophic ,Fen,Horizontal,Open or treeless,Not determined,Not determined,#N/A,Northwest Territories ,66.75,45,66,45,135.37,22.2,135,22,Subarctic,High Subarctic,Low Subarctic,330,N,N/D,N/D,N/D,N/D,N/D,N/D,
1972,20,A,1972-20-A,#N/A,#N/A,Very poor bog,Oligotrophic ,Bog,Palsa,Open or treeless,Mound,"Edge, margin, or rim",#N/A,Yukon Territory,67.13,7.8,67,8,137.43,25.8,137,26,Subarctic,High Subarctic,Low Subarctic,367,N,47,384,Y,N/D,N/D,N/D,Chamaedaph-Lichen
1972,20,B,1972-20-B,#N/A,#N/A,Very poor bog,Oligotrophic ,Bog,Palsa,Open or treeless,Mound,"Edge, margin, or rim",#N/A,Yukon Territory,67.13,7.8,67,8,137.43,25.8,137,26,Subarctic,High Subarctic,Low Subarctic,314,N,33,328,Y,N/D,N/D,N/D,Chamaedaph
1972,21,A,1972-21-A,#N/A,#N/A,Very poor fen ,Oligotrophic ,Bog,Peat plateau,Treed (coniferous),Mound,Center ,#N/A,Yukon Territory,67.08,4.8,67,5,137.28,16.8,137,17,Subarctic,High Subarctic,Low Subarctic,177,N,30,300,Y,N/D,N/D,N/D,bS-Lichen
1972,21,B,1972-21-B,#N/A,#N/A,Very poor fen ,Oligotrophic ,Bog,Peat plateau,Treed (coniferous),Mound,"Edge, margin, or rim",#N/A,Yukon Territory,67.08,4.8,67,5,137.28,16.8,137,17,Subarctic,High Subarctic,Low Subarctic,143,N,36,157,Y,N/D,N/D,N/D,bS-Lichen
1972,22,A,1972-22-A,#N/A,#N/A,Very poor bog,Oligotrophic ,Bog,Peat plateau,Treed (coniferous),Mound,Center ,#N/A,Yukon Territory,67.13,7.8,67,8,137.43,25.8,137,26,Subarctic,High Subarctic,Low Subarctic,352,N,41,380,Y,N/D,N/D,N/D,bS-Lichen
1972,22,B,1972-22-B,#N/A,#N/A,Very poor bog,Oligotrophic ,Bog,Peat plateau,Treed (coniferous),Mound,"Edge, margin, or rim",#N/A,Yukon Territory,67.13,7.8,67,8,137.43,25.8,137,26,Subarctic,High Subarctic,Low Subarctic,243,N,40,255,Y,N/D,N/D,N/D,bS-Lichen
1972,22,C,1972-22-C,#N/A,#N/A,Very poor bog,Oligotrophic ,Bog,Peat plateau,Treed (coniferous),Mound,"Edge, margin, or rim",#N/A,Yukon Territory,67.13,7.8,67,8,137.43,25.8,137,26,Subarctic,High Subarctic,Low Subarctic,344,N,41,375,Y,N/D,N/D,N/D,bS-Lichen
1972,22,D,1972-22-D,#N/A,#N/A,Very poor bog,Oligotrophic ,Bog,Peat plateau,Treed (coniferous),Mound,Center ,#N/A,Yukon Territory,67.13,7.8,67,8,137.43,25.8,137,26,Subarctic,High Subarctic,Low Subarctic,311,N,61,371,Y,N/D,N/D,N/D,Ledum-Bare
1972,23,A,1972-23-A,#N/A,#N/A,Poor fen ,Dystrophic,Bog,Palsa,Open or treeless,Mound,Center ,#N/A,Yukon Territory,67.12,7.2,67,7,137.22,13.2,137,13,Subarctic,High Subarctic,Low Subarctic,181,N,50,195,Y,N/D,N/D,N/D,Ledum-Lichen
1972,23,B,1972-23-B,#N/A,#N/A,Poor fen ,Dystrophic,Bog,Peat plateau,Open or treeless,Mound,"Edge, margin, or rim",#N/A,Yukon Territory,67.12,7.2,67,7,137.22,13.2,137,13,Subarctic,High Subarctic,Low Subarctic,95,N,46,100,Y,N/D,N/D,N/D,Ledum-Lichen
1972,23,C,1972-23-C,#N/A,#N/A,Poor fen ,Dystrophic,Fen,Horizontal,Open or treeless,Not determined,Not determined,#N/A,Yukon Territory,67.12,7.2,67,7,137.22,13.2,137,13,Subarctic,High Subarctic,Low Subarctic,196,N,N/D,N/D,N/D,N/D,N/D,N/D,
1972,24,A,1972-24-A,#N/A,#N/A,Moderately rich fen ,Mesotrophic,Bog,Palsa,Treed (coniferous),Mound,Center ,#N/A,Yukon Territory,67.12,7.2,67,7,137.22,13.2,137,13,Subarctic,High Subarctic,Low Subarctic,273,N,47,287,Y,N/D,N/D,N/D,bS-Lichen
1972,24,B,1972-24-B,#N/A,#N/A,Moderately rich fen ,Mesotrophic,Bog,Palsa,Treed (coniferous),Mound,"Edge, margin, or rim",#N/A,Yukon Territory,67.12,7.2,67,7,137.22,13.2,137,13,Subarctic,High Subarctic,Low Subarctic,139,N,36,150,Y,N/D,N/D,N/D,bS-Lichen
1972,25,,1972-25,#N/A,#N/A,Very poor bog,Oligotrophic ,Bog,Peat plateau,Open or treeless,Mound,Center ,#N/A,Yukon Territory,67.13,7.8,67,8,137.43,25.8,137,26,Subarctic,High Subarctic,Low Subarctic,364,N,36,375,Y,N/D,N/D,N/D,Ledum-Lichen
1972,26,A,1972-26-A,#N/A,#N/A,Very poor fen ,Oligotrophic ,Fen,Lowland polygon (low center),Open or treeless,"Edge, margin, or rim",Not determined,#N/A,Yukon Territory,67.92,55.2,67,55,139.42,25.2,139,25,Subarctic,High Subarctic,Low Arctic,40,N,29,62,Y,N/D,N/D,N/D,Sphag-Sedge
1972,26,B,1972-26-B,#N/A,#N/A,Very poor fen ,Oligotrophic ,Fen,Lowland polygon (low center),Open or treeless,"Edge, margin, or rim",Not determined,#N/A,Yukon Territory,67.92,55.2,67,55,139.42,25.2,139,25,Subarctic,High Subarctic,Low Arctic,43,N,26,224,Y,N/D,N/D,N/D,Sphag-Sedge
1972,26,C,1972-26-C,#N/A,#N/A,Very poor fen ,Oligotrophic ,Fen,Lowland polygon (low center),Open or treeless,Center ,Not determined,#N/A,Yukon Territory,67.92,55.2,67,55,139.42,25.2,139,25,Subarctic,High Subarctic,Low Arctic,68,N,27,70,Y,N/D,N/D,N/D,Ledum-Lichen
1972,27,A,1972-27-A,#N/A,#N/A,Moderately rich fen ,Mesotrophic,Fen,Lowland polygon (low center),Open or treeless,"Edge, margin, or rim",Not determined,#N/A,Yukon Territory,67.92,55.2,67,55,139.42,25.2,139,25,Subarctic,High Subarctic,Low Arctic,31,N,26,256,Y,N/D,N/D,N/D,Sphag-Salix
1972,27,B,1972-27-B,#N/A,#N/A,Moderately rich fen ,Mesotrophic,Fen,Lowland polygon (low center),Open or treeless,"Edge, margin, or rim",Not determined,#N/A,Yukon Territory,67.92,55.2,67,55,139.42,25.2,139,25,Subarctic,High Subarctic,Low Arctic,42,N,42,194,Y,N/D,N/D,N/D,Sedge-Betula
1972,27,C,1972-27-C,#N/A,#N/A,Moderately rich fen ,Mesotrophic,Fen,Lowland polygon (low center),Open or treeless,"Edge, margin, or rim",Not determined,#N/A,Yukon Territory,67.92,55.2,67,55,139.42,25.2,139,25,Subarctic,High Subarctic,Low Arctic,26,N,34,119,Y,N/D,N/D,N/D,Sedge-Betula
1972,27,D,1972-27-D,#N/A,#N/A,Moderately rich fen ,Mesotrophic,Fen,Lowland polygon (low center),Open or treeless,Center ,Not determined,#N/A,Yukon Territory,67.92,55.2,67,55,139.42,25.2,139,25,Subarctic,High Subarctic,Low Arctic,77,N,37,81,Y,N/D,N/D,N/D,Sedge-Sphag
1972,28,A,1972-28-A,#N/A,#N/A,Moderately rich fen ,Mesotrophic,Bog,Lowland polygon (high center),Open or treeless,Center ,Not determined,#N/A,Yukon Territory,67.92,55.2,67,55,139.42,25.2,139,25,Subarctic,High Subarctic,Low Arctic,223,N,39,285,Y,N/D,N/D,N/D,Lichen-Ledum
1972,28,B,1972-28-B,#N/A,#N/A,Moderately rich fen ,Mesotrophic,Bog,Lowland polygon (high center),Open or treeless,"Edge, margin, or rim",Not determined,#N/A,Yukon Territory,67.92,55.2,67,55,139.42,25.2,139,25,Subarctic,High Subarctic,Low Arctic,67,N,16,88,Y,N/D,N/D,N/D,Pure ice 26-30cm; Lichen-Ledum
1972,29,A,1972-29-A,#N/A,#N/A,Poor fen ,Dystrophic,Fen,Lowland polygon (low center),Open or treeless,"Edge, margin, or rim",Not determined,#N/A,Yukon Territory,67.47,28.2,67,28,139.85,51,139,51,Subarctic,High Subarctic,Low Arctic,45,N,17,50,Y,N/D,N/D,N/D,Sedge-Sphag
1972,29,B,1972-29-B,#N/A,#N/A,Poor fen ,Dystrophic,Fen,Lowland polygon (low center),Open or treeless,Center ,Not determined,#N/A,Yukon Territory,67.47,28.2,67,28,139.85,51,139,51,Subarctic,High Subarctic,Low Arctic,86,Y,50,86,Y,N/D,N/D,N/D,Sedge-Drep
1972,29,C,1972-29-C,#N/A,#N/A,Poor fen ,Dystrophic,Fen,Lowland polygon (low center),Open or treeless,Center ,Not determined,#N/A,Yukon Territory,67.47,28.2,67,28,139.85,51,139,51,Subarctic,High Subarctic,Low Arctic,46,N,36,50,Y,N/D,N/D,N/D,Sphag-Sedge
1972,3,A,1972-3-A,#N/A,#N/A,Very poor fen ,Oligotrophic ,Bog,Peat plateau,Treed (coniferous),Mound,Center ,#N/A,Northwest Territories ,66.82,49.2,66,49,135.35,21,135,21,Subarctic,High Subarctic,Low Subarctic,394,Y,13,394,Y,N/D,N/D,N/D,bS-Lichen
1972,3,B,1972-3-B,#N/A,#N/A,Very poor fen ,Oligotrophic ,Fen,Horizontal,Open or treeless,Not determined,Not determined,#N/A,Northwest Territories ,66.82,49.2,66,49,135.35,21,135,21,Subarctic,High Subarctic,Low Subarctic,400,Y,39,52,N,N/D,N/D,N/D,Drep-Sedge
1972,30,A,1972-30-A,#N/A,#N/A,Poor fen ,Dystrophic,Bog,Lowland polygon (high center),Open or treeless,"Edge, margin, or rim",Not determined,#N/A,Yukon Territory,67.9,54,67,54,140.2,12,140,12,Subarctic,High Subarctic,Low Arctic,126,N,45,136,Y,N/D,N/D,N/D,Lichen-Ledum
1972,30,B,1972-30-B,#N/A,#N/A,Poor fen ,Dystrophic,Bog,Lowland polygon (high center),Open or treeless,"Edge, margin, or rim",Not determined,#N/A,Yukon Territory,67.9,54,67,54,140.2,12,140,12,Subarctic,High Subarctic,Low Arctic,52,N,43,69,Y,N/D,N/D,N/D,Sedge-Sphag
1972,30,C,1972-30-C,#N/A,#N/A,Poor fen ,Dystrophic,Bog,Lowland polygon (high center),Open or treeless,Center ,Not determined,#N/A,Yukon Territory,67.9,54,67,54,140.2,12,140,12,Subarctic,High Subarctic,Low Arctic,133,N,38,140,Y,N/D,N/D,N/D,Sphag-Androm
1972,4,A,1972-4-A,#N/A,#N/A,Poor fen ,Dystrophic,Bog,Peat plateau,Open or treeless,"Edge, margin, or rim",Not determined,#N/A,Northwest Territories ,66.82,49.2,66,49,135.35,21,135,21,Subarctic,High Subarctic,Low Subarctic,124,N,12,126,Y,N/D,N/D,N/D,Betula-Sphag
1972,4,B,1972-4-B,#N/A,#N/A,Poor fen ,Dystrophic,Bog,Peat plateau,Open or treeless,"Edge, margin, or rim",Not determined,#N/A,Northwest Territories ,66.82,49.2,66,49,135.35,21,135,21,Subarctic,High Subarctic,Low Subarctic,46,Y,15,46,N,N/D,N/D,N/D,Sedge-Androm
1972,5,,1972-5,#N/A,#N/A,Moderately rich fen ,Mesotrophic,Fen,Floating,Open or treeless,Not determined,Not determined,#N/A,Northwest Territories ,66.82,49.2,66,49,135.35,21,135,21,Subarctic,High Subarctic,Low Subarctic,29,Y,8,29,N,N/D,N/D,N/D,Drep
1972,6,A,1972-6-A,#N/A,#N/A,Poor fen ,Dystrophic,Bog,Peat plateau,Treed (coniferous),Mound,Center ,#N/A,Northwest Territories ,66.82,49.2,66,49,135.35,21,135,21,Subarctic,High Subarctic,Low Subarctic,228,N,30,242,Y,N/D,N/D,N/D,bS-Lichen
1972,6,B,1972-6-B,#N/A,#N/A,Poor fen ,Dystrophic,Bog,Palsa,Treed (coniferous),Mound,Center ,#N/A,Northwest Territories ,66.82,49.2,66,49,135.35,21,135,21,Subarctic,High Subarctic,Low Subarctic,130,N,21,183,Y,N/D,N/D,N/D,bS-Lichen
1972,6,C,1972-6-C,#N/A,#N/A,Very poor fen ,Oligotrophic ,Fen,Horizontal,Open or treeless,Not determined,Not determined,#N/A,Northwest Territories ,66.82,49.2,66,49,135.35,21,135,21,Subarctic,High Subarctic,Low Subarctic,220,N,48,78,N,N/D,N/D,N/D,Sphag
