YEAR,SITE,SUBSITE,CONCAT,,CaMPTree,CaMPNutrient,CaMP_Class,,SAMPLE,UPPER,THICK,MIDDEPTH,DEPTHCLASS,LOGDEPTH,U_F,POSN,BD,T_ASH,OMD,VP,MATERIAL,PeatMin,PeatC_dens,CONTAMINAT,PH,ECOPROV,ECOREGION,WETREGION,PERMAFROST,MAT,,,forested bog,1,,,,
1982,61,,198261,49,treed,bog,treed bog,0,1340,30,15,37.5,3,1.0986122887,U,1,0.078,1.6,0.0768,2,1,Peat,0.0404,F,4.5,BO,HBs,BHc,N,-1.5,,,,,,,,
1982,61,,198261,49,treed,bog,treed bog,0,1341,45,15,52.5,4,1.3862943611,U,1,0.07,1.6,0.0689,3,1,Peat,0.0362,F,4.6,BO,HBs,BHc,N,-1.5,,,,,,,,
1982,61,,198261,49,treed,bog,treed bog,0,1342,60,17,68.5,5,1.6094379124,U,1,0.091,2.6,0.0886,3,1,Peat,0.0466,F,4.6,BO,HBs,BHc,N,-1.5,,,,,,,,
1982,61,,198261,49,treed,bog,treed bog,0,1343,77,13,83.5,6,1.7917594692,U,2,0.086,3.9,0.0826,4,1,Peat,0.0435,F,4.6,BO,HBs,BHc,N,-1.5,,,,,,,,
1982,61,,198261,49,treed,bog,treed bog,0,1344,90,14,97,7,1.9459101491,U,2,0.093,4.2,0.0891,4,1,Peat,0.0468,F,4.6,BO,HBs,BHc,N,-1.5,,,,,,,,
1982,61,,198261,49,treed,bog,treed bog,0,1345,104,9,108.5,8,2.0794415417,U,2,0.096,3.6,0.0925,5,2,Peat,0.0487,F,4.6,BO,HBs,BHc,N,-1.5,,,,,,,,
1982,61,,198261,49,treed,bog,treed bog,0,1346,113,15,120.5,9,2.1972245773,U,2,0.126,3.9,0.1211,6,6,Peat,0.0637,F,4.8,BO,HBs,BHc,N,-1.5,,,,,,,,
1982,61,,198261,49,treed,bog,treed bog,0,1347,128,18,137,10,2.302585093,U,2,0.11,5.1,0.1044,6,2,Peat,0.0549,F,4.8,BO,HBs,BHc,N,-1.5,,,,,,,,
1982,61,,198261,49,treed,bog,treed bog,0,1348,146,10,151,11,2.3978952728,U,2,0.122,5.9,0.1148,6,2,Peat,0.0604,F,4.8,BO,HBs,BHc,N,-1.5,,,,,,,,
1982,61,,198261,49,treed,bog,treed bog,0,1349,156,11,161.5,11,2.3978952728,U,2,0.121,6.1,0.1136,5,6,Peat,0.0597,F,5.1,BO,HBs,BHc,N,-1.5,,,,,,,,
1982,61,,198261,49,treed,bog,treed bog,0,1350,167,15,174.5,12,2.4849066498,U,2,0.109,8.1,0.1002,7,6,Peat,0.0527,F,5.1,BO,HBs,BHc,N,-1.5,,,,,,,,
1982,61,,198261,49,treed,bog,treed bog,0,1351,182,10,187,13,2.5649493575,U,2,0.114,6.1,0.107,5,6,Peat,0.0563,F,5.4,BO,HBs,BHc,N,-1.5,,,,,,,,
1982,61,,198261,49,treed,bog,treed bog,0,1352,192,15,199.5,14,2.6390573296,U,2,0.137,7.9,0.1262,6,6,Peat,0.0663,F,5.4,BO,HBs,BHc,N,-1.5,,,,,,,,
1982,61,,198261,49,treed,bog,treed bog,0,1353,207,17,215.5,15,2.7080502011,U,2,0.146,7.9,0.1345,6,6,Peat,0.0707,F,5.5,BO,HBs,BHc,N,-1.5,,,,,,,,
1982,61,,198261,49,treed,bog,treed bog,0,1354,224,23,235.5,16,2.7725887222,U,2,0.146,6.2,0.1369,7,6,Peat,0.072,F,5.6,BO,HBs,BHc,N,-1.5,,,,,,,,
1982,62,,198262,50,treed,bog,treed bog,1,1359,15,30,30,3,1.0986122887,U,1,0.072,2.7,0.0701,2,1,Peat,0.0368,F,4.6,BO,HBs,BHc,N,-1.5,,,,,,,,
1982,62,,198262,50,treed,bog,treed bog,0,1360,30,15,37.5,3,1.0986122887,U,1,0.067,3.1,0.0649,2,1,Peat,0.0341,F,4.6,BO,HBs,BHc,N,-1.5,,,,,,,,
1982,62,,198262,50,treed,bog,treed bog,0,1361,45,15,52.5,4,1.3862943611,U,1,0.078,2.5,0.0761,2,1,Peat,0.04,F,4.6,BO,HBs,BHc,N,-1.5,,,,,,,,
1982,62,,198262,50,treed,bog,treed bog,0,1362,60,10,65,5,1.6094379124,F,2,0.1,3.3,0.0967,4,1,Peat,0.0508,F,4.3,BO,HBs,BHc,N,-1.5,,,,,,,,
1982,62,,198262,50,treed,bog,treed bog,0,1363,70,8,74,5,1.6094379124,F,2,0.126,4,0.121,5,1,Peat,0.0636,F,4.4,BO,HBs,BHc,N,-1.5,,,,,,,,
1982,62,,198262,50,treed,bog,treed bog,0,1364,78,18,87,6,1.7917594692,U,2,0.164,3,0.1591,4,1,Peat,0.0836,F,4.5,BO,HBs,BHc,N,-1.5,,,,,,,,
1982,62,,198262,50,treed,bog,treed bog,0,1365,96,15,103.5,7,1.9459101491,U,2,0.18,3.1,0.1744,4,1,Peat,0.0917,F,4.5,BO,HBs,BHc,N,-1.5,,,,,,,,
1982,62,,198262,50,treed,bog,treed bog,0,1366,111,20,121,9,2.1972245773,U,2,0.147,3,0.1426,4,2,Peat,0.075,F,4.5,BO,HBs,BHc,N,-1.5,,,,,,,,
1982,62,,198262,50,treed,bog,treed bog,0,1367,131,12,137,10,2.302585093,U,2,0.142,3.8,0.1366,3,2,Peat,0.0718,F,4.5,BO,HBs,BHc,N,-1.5,,,,,,,,
1982,62,,198262,50,treed,bog,treed bog,0,1368,143,12,149,10,2.302585093,U,2,0.133,2.7,0.1294,3,2,Peat,0.068,F,4.5,BO,HBs,BHc,N,-1.5,,,,,,,,
1982,62,,198262,50,treed,bog,treed bog,0,1369,155,12,161,11,2.3978952728,U,2,0.141,3.2,0.1365,3,2,Peat,0.0718,F,4.5,BO,HBs,BHc,N,-1.5,,,,,,,,
1982,62,,198262,50,treed,bog,treed bog,0,1370,167,17,175.5,12,2.4849066498,U,2,0.154,3.5,0.1486,6,2,Peat,0.0781,F,4.5,BO,HBs,BHc,N,-1.5,,,,,,,,
1982,62,,198262,50,treed,bog,treed bog,0,1371,184,20,194,13,2.5649493575,U,2,0.207,11.4,0.1834,7,2,Peat,0.0964,F,4.8,BO,HBs,BHc,N,-1.5,,,,,,,,
1982,64,,198264,51,treed,bog,treed bog,1,1436,18,14,25,2,0.6931471806,U,1,0.081,2.9,0.0787,2,1,Peat,0.0414,F,4.7,BO,HBs,BHc,N,-1.9,,,,,,,,
1982,64,,198264,51,treed,bog,treed bog,0,1437,32,4,34,3,1.0986122887,U,1,0.088,1.7,0.0865,2,1,Peat,0.0455,F,4.7,BO,HBs,BHc,N,-1.9,,,,,,,,
1982,64,,198264,51,treed,bog,treed bog,0,1438,36,10,41,3,1.0986122887,U,1,0.092,2.5,0.0897,2,1,Peat,0.0472,F,4.7,BO,HBs,BHc,N,-1.9,,,,,,,,
1982,64,,198264,51,treed,bog,treed bog,0,1439,46,14,53,4,1.3862943611,F,1,0.08,2.7,0.0778,2,1,Peat,0.0409,F,4.4,BO,HBs,BHc,N,-1.9,,,,,,,,
1982,64,,198264,51,treed,bog,treed bog,0,1440,60,10,65,5,1.6094379124,F,2,0.109,4.2,0.1044,6,1,Peat,0.0549,F,4.7,BO,HBs,BHc,N,-1.9,,,,,,,,
1982,64,,198264,51,treed,bog,treed bog,0,1441,70,22,81,6,1.7917594692,U,2,0.111,5,0.1055,7,1,Peat,0.0554,F,4.8,BO,HBs,BHc,N,-1.9,,,,,,,,
1982,64,,198264,51,treed,bog,treed bog,0,1442,92,15,99.5,7,1.9459101491,U,2,0.155,8,0.1426,7,2,Peat,0.075,F,5,BO,HBs,BHc,N,-1.9,,,,,,,,
1982,64,,198264,51,treed,bog,treed bog,0,1443,107,16,115,8,2.0794415417,U,2,0.144,12.6,0.1259,8,2,Peat,0.0662,F,5.3,BO,HBs,BHc,N,-1.9,,,,,,,,
1983,4,,19834,52,treed,bog,treed bog,1,63,0,5,2.5,1,0,U,1,0.026,2.6,0.0253,1,1,Peat,0.0133,F,4.1,BO,LBs,BMc,N,2.2,,,,,,,,
1983,4,,19834,52,treed,bog,treed bog,0,64,5,13,11.5,1,0,U,1,0.04,5.3,0.0379,1,1,Peat,0.0199,F,5,BO,LBs,BMc,N,2.2,,,,,,,,
1983,4,,19834,52,treed,bog,treed bog,0,66,35,15,42.5,3,1.0986122887,U,2,0.066,11.2,0.0586,4,1,Peat,0.0308,F,5.6,BO,LBs,BMc,N,2.2,,,,,,,,
1983,4,,19834,52,treed,bog,treed bog,0,67,50,15,57.5,4,1.3862943611,U,2,0.081,6.5,0.0757,5,1,Peat,0.0398,F,4.7,BO,LBs,BMc,N,2.2,,,,,,,,
1983,4,,19834,52,treed,bog,treed bog,0,68,65,15,72.5,5,1.6094379124,U,2,0.091,8.8,0.083,6,1,Peat,0.0436,F,5,BO,LBs,BMc,N,2.2,,,,,,,,
1983,4,,19834,52,treed,bog,treed bog,0,69,80,15,87.5,6,1.7917594692,U,2,0.097,7.7,0.0895,5,1,Peat,0.0471,F,5,BO,LBs,BMc,N,2.2,,,,,,,,
1983,4,,19834,52,treed,bog,treed bog,0,70,95,15,102.5,7,1.9459101491,U,2,0.11,7.5,0.1018,4,1,Peat,0.0535,F,5.9,BO,LBs,BMc,N,2.2,,,,,,,,
1983,4,,19834,52,treed,bog,treed bog,0,71,110,15,117.5,8,2.0794415417,U,2,0.113,10.4,0.1012,6,1,Peat,0.0532,F,5.6,BO,LBs,BMc,N,2.2,,,,,,,,
1983,4,,19834,52,treed,bog,treed bog,0,72,125,21,135.5,10,2.302585093,U,2,0.105,6.4,0.0983,5,2,Peat,0.0517,F,5.9,BO,LBs,BMc,N,2.2,,,,,,,,
1983,4,,19834,52,treed,bog,treed bog,0,73,146,14,153,11,2.3978952728,U,2,0.135,10.4,0.121,6,6,Peat,0.0636,F,5.6,BO,LBs,BMc,N,2.2,,,,,,,,
1983,4,,19834,52,treed,bog,treed bog,0,74,160,15,167.5,12,2.4849066498,U,2,0.176,12.4,0.1542,6,6,Peat,0.0811,F,5.9,BO,LBs,BMc,N,2.2,,,,,,,,
1983,4,,19834,52,treed,bog,treed bog,0,75,175,15,182.5,13,2.5649493575,U,2,0.172,14.9,0.1464,8,6,Peat,0.077,F,6.2,BO,LBs,BMc,N,2.2,,,,,,,,
1983,4,,19834,52,treed,bog,treed bog,0,76,190,22,201,14,2.6390573296,U,2,0.195,16.8,0.1622,8,6,Peat,0.0853,F,6.2,BO,LBs,BMc,N,2.2,,,,,,,,
1983,5,B,19835B,53,treed,bog,treed bog,1,95,0,6,3,1,0,U,1,0.031,3.3,0.03,1,1,Peat,0.0158,F,4.1,BO,MBs,BMc,N,-0.2,,,,,,,,
1983,5,B,19835B,53,treed,bog,treed bog,0,96,6,19,15.5,2,0.6931471806,U,1,0.03,2.5,0.0293,1,1,Peat,0.0154,F,4.1,BO,MBs,BMc,N,-0.2,,,,,,,,
1983,5,B,19835B,53,treed,bog,treed bog,0,97,25,15,32.5,3,1.0986122887,U,1,0.032,4,0.0307,1,1,Peat,0.0162,F,4.1,BO,MBs,BMc,N,-0.2,,,,,,,,
1983,5,B,19835B,53,treed,bog,treed bog,0,98,40,15,47.5,4,1.3862943611,U,1,0.051,4.1,0.0489,2,1,Peat,0.0257,F,4.4,BO,MBs,BMc,N,-0.2,,,,,,,,
1983,5,B,19835B,53,treed,bog,treed bog,0,99,55,15,62.5,5,1.6094379124,U,1,0.051,5.9,0.048,3,1,Peat,0.0252,F,4.6,BO,MBs,BMc,N,-0.2,,,,,,,,
1983,5,B,19835B,53,treed,bog,treed bog,0,100,70,16,78,6,1.7917594692,U,2,0.055,2.5,0.0536,3,1,Peat,0.0282,F,4.6,BO,MBs,BMc,N,-0.2,,,,,,,,
1983,5,B,19835B,53,treed,bog,treed bog,0,101,86,14,93,7,1.9459101491,U,2,0.054,3,0.0524,3,1,Peat,0.0275,F,4.6,BO,MBs,BMc,N,-0.2,,,,,,,,
1983,5,B,19835B,53,treed,bog,treed bog,0,102,100,16,108,8,2.0794415417,U,2,0.083,3.4,0.0802,3,1,Peat,0.0422,F,4.6,BO,MBs,BMc,N,-0.2,,,,,,,,
1983,5,B,19835B,53,treed,bog,treed bog,0,103,116,14,123,9,2.1972245773,U,2,0.115,4.3,0.1101,5,2,Peat,0.0579,F,4.6,BO,MBs,BMc,N,-0.2,,,,,,,,
1983,5,B,19835B,53,treed,bog,treed bog,0,104,130,17,138.5,10,2.302585093,U,2,0.098,4,0.0941,4,2,Peat,0.0495,F,4.7,BO,MBs,BMc,N,-0.2,,,,,,,,
1983,5,B,19835B,53,treed,bog,treed bog,0,105,147,18,156,11,2.3978952728,U,2,0.098,5.6,0.0925,4,2,Peat,0.0486,F,4.7,BO,MBs,BMc,N,-0.2,,,,,,,,
1983,5,B,19835B,53,treed,bog,treed bog,0,106,165,15,172.5,12,2.4849066498,U,2,0.132,6.5,0.1234,6,6,Peat,0.0649,F,4.8,BO,MBs,BMc,N,-0.2,,,,,,,,
1983,5,B,19835B,53,treed,bog,treed bog,0,107,180,20,190,13,2.5649493575,U,2,0.128,6.8,0.1193,6,6,Peat,0.0627,F,4.7,BO,MBs,BMc,N,-0.2,,,,,,,,
1983,5,B,19835B,53,treed,bog,treed bog,0,108,200,22,211,15,2.7080502011,U,2,0.138,5.7,0.1301,7,6,Peat,0.0684,F,5,BO,MBs,BMc,N,-0.2,,,,,,,,
1983,12,A,198312A,54,treed,bog,treed bog,1,234,0,6,3,1,0,U,1,0.084,9.6,0.0759,1,2,Peat,0.0399,F,4.5,BO,HBs,BHc,N,-1.4,,,,,,,,
1983,12,A,198312A,54,treed,bog,treed bog,0,235,6,14,13,1,0,U,1,0.065,8,0.0598,3,2,Peat,0.0314,F,4.7,BO,HBs,BHc,N,-1.4,,,,,,,,
1983,12,A,198312A,54,treed,bog,treed bog,0,236,20,17,28.5,2,0.6931471806,U,1,0.049,5.4,0.0464,3,1,Peat,0.0244,F,4.6,BO,HBs,BHc,N,-1.4,,,,,,,,
1983,12,A,198312A,54,treed,bog,treed bog,0,237,37,18,46,4,1.3862943611,U,1,0.057,3.5,0.055,3,1,Peat,0.0289,F,4.6,BO,HBs,BHc,N,-1.4,,,,,,,,
1983,12,A,198312A,54,treed,bog,treed bog,0,238,55,15,62.5,5,1.6094379124,U,2,0.057,3.2,0.0552,4,2,Peat,0.029,F,4.7,BO,HBs,BHc,N,-1.4,,,,,,,,
1983,12,A,198312A,54,treed,bog,treed bog,0,239,70,15,77.5,6,1.7917594692,U,2,0.041,2.4,0.04,3,1,Peat,0.021,F,4.7,BO,HBs,BHc,N,-1.4,,,,,,,,
1983,12,A,198312A,54,treed,bog,treed bog,0,240,85,15,92.5,7,1.9459101491,U,2,0.048,2.5,0.0468,3,1,Peat,0.0246,F,4.7,BO,HBs,BHc,N,-1.4,,,,,,,,
1983,12,A,198312A,54,treed,bog,treed bog,0,241,100,20,110,8,2.0794415417,U,2,0.079,5.7,0.0745,4,6,Peat,0.0392,F,4.7,BO,HBs,BHc,N,-1.4,,,,,,,,
1983,12,A,198312A,54,treed,bog,treed bog,0,242,120,20,130,9,2.1972245773,U,2,0.07,5.7,0.066,4,6,Peat,0.0347,F,4.8,BO,HBs,BHc,N,-1.4,,,,,,,,
1983,12,A,198312A,54,treed,bog,treed bog,0,243,140,15,147.5,10,2.302585093,U,2,0.088,5.2,0.0834,4,5,Peat,0.0439,F,4.8,BO,HBs,BHc,N,-1.4,,,,,,,,
1983,12,A,198312A,54,treed,bog,treed bog,0,244,155,15,162.5,11,2.3978952728,U,2,0.095,4.1,0.0911,4,5,Peat,0.0479,F,4.9,BO,HBs,BHc,N,-1.4,,,,,,,,
1983,12,A,198312A,54,treed,bog,treed bog,0,245,170,15,177.5,12,2.4849066498,U,2,0.092,6.4,0.0861,4,5,Peat,0.0453,F,5,BO,HBs,BHc,N,-1.4,,,,,,,,
1983,12,A,198312A,54,treed,bog,treed bog,0,246,185,15,192.5,13,2.5649493575,U,2,0.082,5.6,0.0774,5,5,Peat,0.0407,F,5,BO,HBs,BHc,N,-1.4,,,,,,,,
1983,12,A,198312A,54,treed,bog,treed bog,0,247,200,15,207.5,14,2.6390573296,U,2,0.078,6.3,0.0731,7,5,Peat,0.0384,F,5,BO,HBs,BHc,N,-1.4,,,,,,,,
1983,12,A,198312A,54,treed,bog,treed bog,0,248,215,15,222.5,15,2.7080502011,U,2,0.077,6.8,0.0718,6,5,Peat,0.0377,F,5,BO,HBs,BHc,N,-1.4,,,,,,,,
1983,12,A,198312A,54,treed,bog,treed bog,0,249,230,15,237.5,16,2.7725887222,U,2,0.075,7.2,0.0696,6,5,Peat,0.0366,F,5.1,BO,HBs,BHc,N,-1.4,,,,,,,,
1983,12,A,198312A,54,treed,bog,treed bog,0,250,245,15,252.5,17,2.8332133441,U,2,0.082,6.9,0.0763,6,5,Peat,0.0401,F,5.1,BO,HBs,BHc,N,-1.4,,,,,,,,
1983,12,A,198312A,54,treed,bog,treed bog,0,251,260,15,267.5,18,2.8903717579,U,2,0.095,9.1,0.0864,6,5,Peat,0.0454,F,5.4,BO,HBs,BHc,N,-1.4,,,,,,,,
1983,12,A,198312A,54,treed,bog,treed bog,0,252,275,29,289.5,20,2.9957322736,U,2,0.084,8.8,0.0766,6,5,Peat,0.0403,F,6.2,BO,HBs,BHc,N,-1.4,,,,,,,,
1983,12,A,198312A,54,treed,bog,treed bog,0,253,304,15,311.5,21,3.0445224377,U,2,0.124,11.6,0.1096,7,5,Peat,0.0576,F,6.2,BO,HBs,BHc,N,-1.4,,,,,,,,
1983,12,A,198312A,54,treed,bog,treed bog,0,254,319,16,327,22,3.0910424534,U,2,0.12,12.1,0.1055,7,5,Peat,0.0555,F,6.5,BO,HBs,BHc,N,-1.4,,,,,,,,
1983,12,B,198312B,55,treed,bog,treed bog,1,256,0,6,3,1,0,U,1,0.026,2.8,0.0253,1,1,Peat,0.0133,F,4.4,BO,HBs,BHc,N,-1.4,,,,,,,,
1983,12,B,198312B,55,treed,bog,treed bog,0,257,6,9,10.5,1,0,U,1,0.027,2.4,0.0264,1,1,Peat,0.0139,F,4.4,BO,HBs,BHc,N,-1.4,,,,,,,,
1983,12,B,198312B,55,treed,bog,treed bog,0,258,15,17,23.5,2,0.6931471806,U,1,0.049,2.6,0.0477,2,1,Peat,0.0251,F,4.6,BO,HBs,BHc,N,-1.4,,,,,,,,
1983,12,B,198312B,55,treed,bog,treed bog,0,259,32,17,40.5,3,1.0986122887,U,1,0.051,4.3,0.0488,2,1,Peat,0.0257,F,4.7,BO,HBs,BHc,N,-1.4,,,,,,,,
1983,12,B,198312B,55,treed,bog,treed bog,0,260,49,20,59,4,1.3862943611,U,2,0.054,8.8,0.0492,3,1,Peat,0.0259,F,4.7,BO,HBs,BHc,N,-1.4,,,,,,,,
1983,12,B,198312B,55,treed,bog,treed bog,0,261,69,16,77,6,1.7917594692,U,2,0.038,5.5,0.0359,3,1,Peat,0.0189,F,4.8,BO,HBs,BHc,N,-1.4,,,,,,,,
1983,12,B,198312B,55,treed,bog,treed bog,0,262,85,25,97.5,7,1.9459101491,U,2,0.038,4.1,0.0364,3,5,Peat,0.0192,F,4.7,BO,HBs,BHc,N,-1.4,,,,,,,,
1983,12,B,198312B,55,treed,bog,treed bog,0,263,110,25,122.5,9,2.1972245773,U,2,0.066,7.4,0.0611,4,4,Peat,0.0321,F,4.7,BO,HBs,BHc,N,-1.4,,,,,,,,
1983,12,B,198312B,55,treed,bog,treed bog,0,264,135,25,147.5,10,2.302585093,U,2,0.061,6.7,0.0569,5,5,Peat,0.0299,F,5,BO,HBs,BHc,N,-1.4,,,,,,,,
1983,12,B,198312B,55,treed,bog,treed bog,0,265,160,20,170,12,2.4849066498,U,2,0.057,6.2,0.0535,5,4,Peat,0.0281,F,5.3,BO,HBs,BHc,N,-1.4,,,,,,,,
1983,12,B,198312B,55,treed,bog,treed bog,0,266,180,15,187.5,13,2.5649493575,U,2,0.066,7.6,0.061,6,4,Peat,0.0321,F,5.3,BO,HBs,BHc,N,-1.4,,,,,,,,
1983,12,B,198312B,55,treed,bog,treed bog,0,267,195,15,202.5,14,2.6390573296,U,2,0.085,9.3,0.0771,7,5,Peat,0.0405,F,5.3,BO,HBs,BHc,N,-1.4,,,,,,,,
1983,12,B,198312B,55,treed,bog,treed bog,0,268,210,15,217.5,15,2.7080502011,U,2,0.079,11,0.0703,7,5,Peat,0.037,F,5.3,BO,HBs,BHc,N,-1.4,,,,,,,,
1983,12,B,198312B,55,treed,bog,treed bog,0,269,225,15,232.5,16,2.7725887222,U,2,0.064,7.7,0.0591,7,5,Peat,0.0311,F,5.9,BO,HBs,BHc,N,-1.4,,,,,,,,
1983,12,B,198312B,55,treed,bog,treed bog,0,270,240,15,247.5,17,2.8332133441,U,2,0.077,7.8,0.071,8,5,Peat,0.0373,F,5.9,BO,HBs,BHc,N,-1.4,,,,,,,,
1983,12,B,198312B,55,treed,bog,treed bog,0,271,255,15,262.5,18,2.8903717579,U,2,0.081,10.9,0.0722,8,5,Peat,0.0379,F,5.9,BO,HBs,BHc,N,-1.4,,,,,,,,
1983,12,B,198312B,55,treed,bog,treed bog,0,272,270,15,277.5,19,2.9444389792,U,2,0.071,10.2,0.0638,8,4,Peat,0.0335,F,6.2,BO,HBs,BHc,N,-1.4,,,,,,,,
1983,12,B,198312B,55,treed,bog,treed bog,0,273,285,15,292.5,20,2.9957322736,U,2,0.064,11.3,0.0568,7,4,Peat,0.0298,F,6.2,BO,HBs,BHc,N,-1.4,,,,,,,,
1983,12,B,198312B,55,treed,bog,treed bog,0,274,300,20,310,21,3.0445224377,U,2,0.069,9.2,0.0627,7,4,Peat,0.0329,F,6.2,BO,HBs,BHc,N,-1.4,,,,,,,,
1983,12,B,198312B,55,treed,bog,treed bog,0,275,320,15,327.5,22,3.0910424534,U,2,0.066,10.6,0.059,7,4,Peat,0.031,F,6.2,BO,HBs,BHc,N,-1.4,,,,,,,,
1983,12,B,198312B,55,treed,bog,treed bog,0,276,335,15,342.5,23,3.1354942159,U,2,0.067,8.8,0.0611,7,4,Peat,0.0321,F,6.5,BO,HBs,BHc,N,-1.4,,,,,,,,
1983,12,B,198312B,55,treed,bog,treed bog,0,277,350,10,355,24,3.1780538303,U,2,0.092,10.6,0.0822,7,5,Peat,0.0432,F,6.5,BO,HBs,BHc,N,-1.4,,,,,,,,
1983,12,B,198312B,55,treed,bog,treed bog,0,278,360,10,365,25,3.2188758249,U,2,0.14,32.6,0.0944,8,5,Peat,0.0496,F,6.5,BO,HBs,BHc,N,-1.4,,,,,,,,
1983,24,,198324,56,treed,bog,treed bog,1,594,0,5,2.5,1,0,U,1,0.023,2.6,0.0224,1,1,Peat,0.0118,F,4.4,BO,LBs,BMc,N,2.1,,,,,,,,
1983,24,,198324,56,treed,bog,treed bog,0,595,5,20,15,2,0.6931471806,U,1,0.036,2.7,0.035,2,1,Peat,0.0184,F,4.4,BO,LBs,BMc,N,2.1,,,,,,,,
1983,24,,198324,56,treed,bog,treed bog,0,596,25,20,35,3,1.0986122887,U,1,0.061,2.3,0.0596,2,1,Peat,0.0313,F,4.5,BO,LBs,BMc,N,2.1,,,,,,,,
1983,24,,198324,56,treed,bog,treed bog,0,597,45,15,52.5,4,1.3862943611,U,1,0.078,3.6,0.0752,3,1,Peat,0.0395,F,4.4,BO,LBs,BMc,N,2.1,,,,,,,,
1983,24,,198324,56,treed,bog,treed bog,0,598,60,30,75,6,1.7917594692,U,2,0.072,2.3,0.0703,3,1,Peat,0.037,F,4.4,BO,LBs,BMc,N,2.1,,,,,,,,
1983,24,,198324,56,treed,bog,treed bog,0,599,90,17,98.5,7,1.9459101491,U,2,0.045,4.7,0.0429,3,2,Peat,0.0225,F,4.7,BO,LBs,BMc,N,2.1,,,,,,,,
1983,24,,198324,56,treed,bog,treed bog,0,600,107,13,113.5,8,2.0794415417,U,2,0.089,4.2,0.0853,3,2,Peat,0.0448,F,4.7,BO,LBs,BMc,N,2.1,,,,,,,,
1983,24,,198324,56,treed,bog,treed bog,0,601,120,22,131,9,2.1972245773,U,2,0.12,4.7,0.1144,3,2,Peat,0.0601,F,4.7,BO,LBs,BMc,N,2.1,,,,,,,,
1983,24,,198324,56,treed,bog,treed bog,0,602,142,7,145.5,10,2.302585093,U,2,0.095,7.3,0.0881,6,2,Peat,0.0463,F,4.9,BO,LBs,BMc,N,2.1,,,,,,,,
1983,24,,198324,56,treed,bog,treed bog,0,603,155,15,162.5,11,2.3978952728,U,2,0.1,6,0.094,5,2,Peat,0.0494,F,5,BO,LBs,BMc,N,2.1,,,,,,,,
1983,24,,198324,56,treed,bog,treed bog,0,604,170,15,177.5,12,2.4849066498,U,2,0.104,6.1,0.0977,7,6,Peat,0.0513,F,5,BO,LBs,BMc,N,2.1,,,,,,,,
1983,24,,198324,56,treed,bog,treed bog,0,605,185,14,192,13,2.5649493575,U,2,0.142,8.9,0.1294,6,10,Peat,0.068,F,5,BO,LBs,BMc,N,2.1,,,,,,,,
1983,24,,198324,56,treed,bog,treed bog,0,606,199,14,206,14,2.6390573296,U,2,0.127,7.6,0.1173,6,10,Peat,0.0617,F,5.8,BO,LBs,BMc,N,2.1,,,,,,,,
1983,24,,198324,56,treed,bog,treed bog,0,607,213,11,218.5,15,2.7080502011,U,2,0.164,9,0.1492,7,5,Peat,0.0785,F,5.9,BO,LBs,BMc,N,2.1,,,,,,,,
1983,24,,198324,56,treed,bog,treed bog,0,,224,6,227,16,2.7725887222,U,2,0.237,34.3,0.1557,9,7,Peat,0.0819,F,,BO,LBs,BMc,N,2.1,,,,,,,,
1983,26,,198326,57,treed,bog,treed bog,1,621,0,6,3,1,0,U,1,0.028,2.8,0.0272,1,1,Peat,0.0143,F,3.8,BO,LBs,BMc,N,2.1,,,,,,,,
1983,26,,198326,57,treed,bog,treed bog,0,622,6,24,18,2,0.6931471806,U,1,0.032,2.4,0.0312,2,2,Peat,0.0164,F,4.1,BO,LBs,BMc,N,2.1,,,,,,,,
1983,26,,198326,57,treed,bog,treed bog,0,623,30,14,37,3,1.0986122887,U,1,0.058,2.8,0.0564,2,2,Peat,0.0296,F,4.6,BO,LBs,BMc,N,2.1,,,,,,,,
1983,26,,198326,57,treed,bog,treed bog,0,624,44,6,47,4,1.3862943611,U,1,0.063,5.6,0.0595,3,2,Peat,0.0313,F,4.7,BO,LBs,BMc,N,2.1,,,,,,,,
1983,26,,198326,57,treed,bog,treed bog,0,625,50,16,58,4,1.3862943611,U,2,0.112,10.3,0.1005,6,2,Peat,0.0528,F,4.7,BO,LBs,BMc,N,2.1,,,,,,,,
1983,26,,198326,57,treed,bog,treed bog,0,626,66,15,73.5,5,1.6094379124,U,2,0.107,3.9,0.1028,6,2,Peat,0.0541,F,4.7,BO,LBs,BMc,N,2.1,,,,,,,,
1983,26,,198326,57,treed,bog,treed bog,0,627,81,17,89.5,6,1.7917594692,U,2,0.14,4.8,0.1333,6,2,Peat,0.0701,F,4.7,BO,LBs,BMc,N,2.1,,,,,,,,
1983,26,,198326,57,treed,bog,treed bog,0,628,98,15,105.5,8,2.0794415417,U,2,0.114,4.6,0.1088,5,1,Peat,0.0572,F,4.7,BO,LBs,BMc,N,2.1,,,,,,,,
1983,26,,198326,57,treed,bog,treed bog,0,629,113,15,120.5,9,2.1972245773,U,2,0.112,4.4,0.1071,6,1,Peat,0.0563,F,4.7,BO,LBs,BMc,N,2.1,,,,,,,,
1983,26,,198326,57,treed,bog,treed bog,0,630,128,17,136.5,10,2.302585093,U,2,0.102,5.3,0.0966,5,1,Peat,0.0508,F,4.7,BO,LBs,BMc,N,2.1,,,,,,,,
