ID,X,Y,YEAR,SITE,UID,NUTRIENTS,PRIM_CLASS,SEC_CLASS,PROV,Ecozone,LATN,LONGW,ECPROV,ECREGION,WETREGION,PEATDEPTH,WTDEPTH,WETTYPE,CWFIS_date,YEAR,MONTH,DAY,SampleDate,Card_Date_Notes,stackID,out_dc,dc_class,ECOPROV
116,-285145.988,442687.6469,1982,27,1982-27,6,shore swamp,treed_conif,MB,,52.92,-99.3,BO,MBs,BMc,245,-12,conifer swamp,dc820630,82,06,30,1982-06-30,,453,252,2,Eastern Boreal Plains
218,-89038.24998,230257.4578,1983,34,1983-34,,basin swamp,treed_hardw,MB,,51.07,-96.28,BO,LBst,BMc,120,-4,hardwood swamp,dc830718,83,07,18,1983-07-18,,652,319,3,Mid-Boreal Shield
193,-46290.59053,124539.5037,1983,18,1983-18,,basin swamp,treed_hardw,MB,,50.12,-95.65,BO,LBst,BL,62,-2,hardwood swamp,dc830628,83,06,28,1983-06-28,,632,182,1,Lake of the Woods
173,-23956.29771,36739.10771,1983,6,Jun-83,,stream swamp,treed_hardw,MB,,49.33,-95.33,BO,LBst,BL,14,-11,hardwood swamp,dc830619,83,06,19,1983-06-19,,623,173,1,Lake of the Woods
185,-21830.86773,25618.89073,1983,14,1983-14,,stream swamp,treed_hardw,MB,,49.23,-95.3,BO,LBst,BL,1,-32,hardwood swamp,dc830624,83,06,24,1983-06-24,,628,151,1,Lake of the Woods
54,-1034689.764,799437.1562,1981,33,1981-33,,peat margin swamp,treed_conif,AB,,55.02,-111.68,BO,MBs,BHc,189,-20,hardwood swamp,dc810711,81,07,11,1981-07-11,,283,343,3,Central Boreal Plains
57,-1070630.316,850075.2393,1981,35,1981-35,,stream swamp,treed_hardw,AB,,55.38,-112.45,BO,LBs,BMc,8,-14,hardwood swamp,dc810713,81,07,13,1981-07-13,,285,349,3,Central Boreal Plains
123,-408017.9619,663033.4489,1982,32,1982-32,2,basin_fen,open,MB,,54.83,-101.48,BO,HBs,BHc,80,-9,open fen,dc820715,82,07,15,1982-07-15,,468,247,2,Western Boreal Shield
309,-634516.1698,739184.1714,1984,53,1984-53,3,drainage,open,SK,,55.25,-105.22,BO,HBs,BHc,295,20,open fen,dc840722,84,07,22,1984-07-22,,837,221,2,Western Boreal Shield
296,-642521.3317,732746.5183,1984,43,1984-43,3,string fen,flark,SK,,55.18,-105.33,BO,HBs,BHc,336,10,open fen,dc840716,84,07,16,1984-07-16,,831,221,2,Western Boreal Shield
198,-90418.14271,126313.3141,1983,22,1983-22,,spring fen,open,MB,,50.13,-96.27,BO,LBs,BMc,145,1,open fen,dc830710,83,07,10,1983-07-10,,644,206,2,Lake of the Woods
181,-26814.83722,44529.24484,1983,12,Dec-83,2,drainage,open,MB,,49.4,-95.37,BO,LBst,BL,346,-16,open fen,dc830623,83,06,23,1983-06-23,,627,143,1,Lake of the Woods
183,-34037.35762,47908.24511,1983,13,1983-13,3,string fen,flark,MB,,49.43,-95.47,BO,LBst,BL,127,9,open fen,dc830624,83,06,24,1983-06-24,,628,152,1,Lake of the Woods
164,-88878.54592,58633.4243,1983,1,Jan-83,4,basin_fen,open,MB,,49.52,-96.23,BO,LBs,BMc,220,-2,open fen,dc830615,83,06,15,1983-06-15,,619,182,1,Lake of the Woods
207,-85706.77212,111816.8722,1983,28,1983-28,4,drainage,open,MB,,50,-96.2,BO,LBs,BMc,275,-1,open fen,dc830714,83,07,14,1983-07-14,,648,237,2,Lake of the Woods
205,-89560.58232,97479.68315,1983,27,1983-27,4,hoizontal,open,MB,,49.87,-96.25,BO,LBs,BMc,130,-3,open fen,dc830713,83,07,13,1983-07-13,,647,222,2,Lake of the Woods
190,-39830.81651,47954.6986,1983,16,1983-16,4,string fen,flark,MB,,49.43,-95.55,BO,LBst,BL,220,20,open fen,dc830626,83,06,26,1983-06-26,,630,164,1,Lake of the Woods
33,-1306440.485,845882.5227,1981,17,1981-17,2,string fen,flark,AB,,54.7,-116.02,CD,SCb,BHc,246,21,open fen,dc810626,81,06,26,1981-06-26,,268,176,1,Boreal Foothills
35,-1295694.98,847985.0167,1981,18,1981-18,2,string fen,flark,AB,,54.75,-115.87,CD,SCb,BHc,495,5,open fen,dc810627,81,06,27,1981-06-27,,269,183,1,Boreal Foothills
39,-1274637.731,843186.1203,1981,20,1981-20,2,string fen,flark,AB,,54.77,-115.53,CD,SCb,BHc,343,-1,open fen,dc810628,81,06,28,1981-06-28,,270,207,2,Boreal Foothills
9,-1321479.206,590893.8401,1981,4,Apr-81,4,basin_fen,centre,AB,,52.45,-115,CD,SCb,BMc,184,23,open fen,dc810605,81,06,05,1981-06-05,,247,135,1,Boreal Foothills
10,-1321479.206,590893.8401,1981,4,Apr-81,4,basin_fen,margin,AB,,52.45,-115,CD,SCb,BMc,56,20,open fen,dc810605,81,06,05,1981-06-05,,247,135,1,Boreal Foothills
14,-1342800.213,586308.347,1981,7,Jul-81,4,drainage,open,AB,,52.35,-115.28,CD,SCb,BMc,331,0,open fen,dc810607,81,06,07,1981-06-07,,249,145,1,Boreal Foothills
18,-1379820.926,734653.6428,1981,9,Sep-81,4,hoizontal,open,AB,,53.52,-116.53,CD,SCb,BMc,298,0,open fen,dc810609,81,06,09,1981-06-09,,251,93,0,Boreal Foothills
20,-1378001.021,739823.2687,1981,10,Oct-81,4,hoizontal,open,AB,,53.57,-116.53,CD,SCb,BMc,300,0,open fen,dc810610,81,06,10,1981-06-10,,252,97,0,Boreal Foothills
12,-1334249.033,595069.1139,1981,6,Jun-81,4,string fen,flark,AB,,52.45,-115.2,CD,SCb,BMc,322,11,open fen,dc810606,81,06,06,1981-06-06,,248,139,1,Boreal Foothills
22,-1444800.092,735926.0117,1981,11,Nov-81,4,string fen,flark,AB,,53.33,-117.47,CD,SCb,BMc,488,0,open fen,dc810617,81,06,17,1981-06-17,,259,186,1,Boreal Foothills
25,-1414516.198,748206.6609,1981,52,1981-52,4,string fen,flark,AB,,53.53,-117.1,CD,SCb,BMc,452,-11,open fen,dc810618,81,06,18,1981-06-18,,260,159,1,Boreal Foothills
1,-1322756.778,591309.5604,1981,1,Jan-81,5,string fen,flark,AB,,52.45,-115.02,CD,SCb,BMc,258,0,open fen,dc810602,81,06,02,1981-06-02,,244,128,1,Boreal Foothills
4,-1321479.206,590893.8401,1981,2,Feb-81,5,string fen,flark,AB,,52.45,-115,CD,SCb,BMc,283,10,open fen,dc810603,81,06,03,1981-06-03,,245,122,1,Boreal Foothills
16,-1400468.15,663990.1145,1981,8,Aug-81,6,string fen,flark,AB,,52.85,-116.47,CD,SCs,BMc,363,0,open fen,dc810608,81,06,08,1981-06-08,,250,130,1,Boreal Foothills
320,-794710.5475,774105.4119,1984,63,1984-63,2,basin_fen,open,SK,,55.3,-107.85,BO,HBs,BHc,393,-10,open fen,dc840807,84,08,07,1984-08-07,,853,411,4,Central Boreal Plains
326,-815115.8049,803989.5522,1984,69,1984-69,2,basin_fen,open,SK,,55.53,-108.27,BO,MBs,BHc,177,-20,open fen,dc840810,84,08,10,1984-08-10,,856,428,4,Central Boreal Plains
46,-1059047.576,863824.09,1981,25,1981-25,2,string fen,string,AB,,55.53,-112.33,BO,MBs,BHc,757,-9,open fen,dc810708,81,07,08,1981-07-08,,280,318,3,Central Boreal Plains
314,-805998.9423,709527.4917,1984,58,1984-58,3,northern plateau,drainage,SK,,54.7,-107.82,BO,LBs,BMc,160,-20,open fen,dc840803,84,08,03,1984-08-03,,849,412,4,Central Boreal Plains
281,-625096.9132,608216.3307,1984,30,1984-30,3,basin_fen,open,SK,,54.08,-104.75,BO,MBs,BMc,129,-5,open fen,dc840623,84,06,23,1984-06-23,,808,140,1,Central Boreal Plains
293,-632642.7827,683574.2024,1984,41,1984-41,3,drainage,grassy,SK,,54.75,-105.05,BO,MBs,BHc,119,14,open fen,dc840715,84,07,15,1984-07-15,,830,226,2,Central Boreal Plains
316,-805998.9423,709527.4917,1984,59,1984-59,3,drainage,open,SK,,54.7,-107.82,BO,LBs,BMc,160,-15,open fen,dc840803,84,08,03,1984-08-03,,849,412,4,Central Boreal Plains
248,-508700.4775,456067.0721,1984,1,Jan-84,3,hoizontal,open,SK,,52.85,-102.67,BO,LBs,BMt,205,16,open fen,dc840606,84,06,06,1984-06-06,,791,149,1,Central Boreal Plains
48,-1044769.952,831576.858,1981,27,1981-27,4,basin_fen,open,AB,,55.28,-111.97,BO,MBs,BHc,200,-8,open fen,dc810709,81,07,09,1981-07-09,,281,327,3,Central Boreal Plains
235,-348589.6095,210979.4895,1983,48,1983-48,4,basin_fen,open,MB,,50.78,-99.98,BO,MBs,BMc,133,-12,open fen,dc830810,83,08,10,1983-08-10,,675,300,3,Central Boreal Plains
329,-825322.2716,847437.6889,1984,72,1984-72,4,basin_fen,open,SK,,55.9,-108.58,BO,MBs,BHc,446,-10,open fen,dc840812,84,08,12,1984-08-12,,858,428,4,Central Boreal Plains
31,-1303641.877,945464.265,1981,16,1981-16,4,hoizontal,open,AB,,55.57,-116.5,BO,MBs,BMc,100,0,open fen,dc810625,81,06,25,1981-06-25,,267,275,2,Central Boreal Plains
52,-1034689.764,799437.1562,1981,31,1981-31,4,hoizontal,open,AB,,55.02,-111.68,BO,MBs,BHc,247,-12,open fen,dc810711,81,07,11,1981-07-11,,283,343,3,Central Boreal Plains
68,-1197992.587,844733.9609,1981,43,1981-43,4,hoizontal,open,AB,,55,-114.38,BO,LBs,BMc,81,-2,open fen,dc810727,81,07,27,1981-07-27,,299,264,2,Central Boreal Plains
78,-1182881.938,859454.5889,1981,51,1981-51,4,string fen,flark,AB,,55.17,-114.22,BO,LBs,BMc,303,-4,open fen,dc810731,81,07,31,1981-07-31,,303,289,2,Central Boreal Plains
270,-650203.5874,573358.8459,1984,22,1984-22,4,string fen,flark,SK,,53.73,-105.05,BO,LBs,BMc,172,16,open fen,dc840618,84,06,18,1984-06-18,,803,140,1,Central Boreal Plains
287,-697728.4179,611219.7904,1984,36,1984-36,4,string fen,flark,SK,,54,-105.87,BO,MBs,BMc,302,13,open fen,dc840627,84,06,27,1984-06-27,,812,189,1,Central Boreal Plains
323,-803673.2232,798241.735,1984,66,1984-66,4,string fen,flark,SK,,55.5,-108.07,BO,MBs,BHc,242,-2,open fen,dc840809,84,08,09,1984-08-09,,855,424,4,Central Boreal Plains
332,-776244.4135,690197.499,1984,75,1984-75,4,string fen,flark,SK,,54.58,-107.3,BO,LBs,BMc,330,0,open fen,dc840814,84,08,14,1984-08-14,,860,393,3,Central Boreal Plains
73,-1213190.574,996342.4058,1981,47,1981-47,5,basin_fen,open,AB,,56.28,-115.37,BO,MBs,BHc,135,-4,open fen,dc810729,81,07,29,1981-07-29,,301,384,3,Central Boreal Plains
70,-1172230.702,851580.6074,1981,45,1981-45,5,string fen,flark,AB,,55.13,-114.02,BO,LBs,BMc,213,0,open fen,dc810728,81,07,28,1981-07-28,,300,269,2,Central Boreal Plains
82,-416006.0675,501014.0614,1982,3,Mar-82,,basin_fen,open,MB,,53.35,-101.35,BO,MBs,BMc,30,-10,open fen,dc820617,82,06,17,1982-06-17,,440,202,2,Eastern Boreal Plains
97,-394040.4968,432725.6178,1982,14,1982-14,,spring fen,open,MB,,52.75,-100.92,BO,MBs,BMc,30,-9,open fen,dc820623,82,06,23,1982-06-23,,446,205,2,Eastern Boreal Plains
110,-280215.026,486350.1991,1982,23,1982-23,,spring fen,open,MB,,53.32,-99.27,BO,MBs,BMc,191,0,open fen,dc820627,82,06,27,1982-06-27,,450,212,2,Eastern Boreal Plains
128,-390471.2566,628333.852,1982,36,1982-36,3,basin_fen,open,MB,,54.53,-101.15,BO,HBs,BHc,126,-6,open fen,dc820716,82,07,16,1982-07-16,,469,282,2,Eastern Boreal Plains
98,-397074.0258,457277.1255,1982,15,1982-15,3,drainage,shrub,MB,,52.97,-101,BO,MBs,BMc,173,-15,open fen,dc820623,82,06,23,1982-06-23,,446,204,2,Eastern Boreal Plains
231,-139074.0189,232652.3261,1983,45,1983-45,4,northern plateau,drainage,MB,,51.08,-97,BO,LBs,BMc,100,-13,open fen,dc830807,83,08,07,1983-08-07,,672,428,4,Eastern Boreal Plains
138,-418703.8734,602582.7073,1982,43,1982-43,4,basin_fen,open,MB,,54.27,-101.55,BO,MBs,BMc,178,-12,open fen,dc820721,82,07,21,1982-07-21,,474,321,3,Eastern Boreal Plains
175,-95081.58361,73187.23599,1983,8,Aug-83,4,basin_fen,open,MB,,49.65,-96.32,BO,LBs,BMc,220,5,open fen,dc830621,83,06,21,1983-06-21,,625,196,1,Eastern Boreal Plains
155,-264217.5702,590680.1155,1982,58,1982-58,4,hoizontal,open,MB,,54.28,-99.13,BO,HBs,BHc,210,-2,open fen,dc820806,82,08,06,1982-08-06,,490,270,2,Eastern Boreal Plains
228,-142407.3739,237176.8748,1983,43,1983-43,4,hoizontal,open,MB,,51.12,-97.05,BO,LBs,BMc,93,-47,open fen,dc830806,83,08,06,1983-08-06,,671,423,4,Eastern Boreal Plains
84,-415241.0066,508651.9823,1982,5,May-82,4,string fen,flark,MB,,53.42,-101.35,BO,MBs,BMc,120,0,open fen,dc820617,82,06,17,1982-06-17,,440,203,2,Eastern Boreal Plains
88,-398582.0784,497102.1547,1982,8,Aug-82,4,string fen,flark,MB,,53.33,-101.08,BO,MBs,BMc,195,0,open fen,dc820619,82,06,19,1982-06-19,,442,211,2,Eastern Boreal Plains
94,-395021.1004,594708.5604,1982,13,1982-13,4,string fen,flark,MB,,54.22,-101.17,BO,MBs,BMc,349,0,open fen,dc820622,82,06,22,1982-06-22,,445,251,2,Eastern Boreal Plains
105,-402489.9156,558042.0736,1982,19,1982-19,4,string fen,flark,MB,,53.88,-101.23,BO,MBs,BMc,110,-8,open fen,dc820626,82,06,26,1982-06-26,,449,246,2,Eastern Boreal Plains
107,-423155.338,514962.9707,1982,21,1982-21,4,string fen,flark,MB,,53.47,-101.48,BO,MBs,BMc,342,0,open fen,dc820627,82,06,27,1982-06-27,,450,234,2,Eastern Boreal Plains
109,-410229.2531,492724.5994,1982,22,1982-22,4,string fen,flark,MB,,53.28,-101.25,BO,MBs,BMc,232,14,open fen,dc820627,82,06,27,1982-06-27,,450,236,2,Eastern Boreal Plains
111,-400541.3838,604044.9789,1982,24,1982-24,4,string fen,flark,MB,,54.3,-101.27,BO,HBs,BMc,271,0,open fen,dc820628,82,06,28,1982-06-28,,451,233,2,Eastern Boreal Plains
114,-287132.3152,442822.6052,1982,26,1982-26,4,string fen,flark,MB,,52.92,-99.33,BO,MBs,BMc,259,0,open fen,dc820630,82,06,30,1982-06-30,,453,253,2,Eastern Boreal Plains
126,-377300.0686,632568.6486,1982,35,1982-35,4,string fen,flark,MB,,54.58,-100.95,BO,HBs,BHc,380,-7,open fen,dc820716,82,07,16,1982-07-16,,469,288,2,Eastern Boreal Plains
140,-304531.6531,626404.7165,1982,45,1982-45,4,string fen,flark,MB,,54.58,-99.8,BO,HBs,BHc,205,-15,open fen,dc820731,82,07,31,1982-07-31,,484,339,3,Eastern Boreal Plains
145,-303347.2471,625218.9844,1982,48,1982-48,4,string fen,flark,MB,,54.57,-99.78,BO,HBs,BHc,181,15,open fen,dc820801,82,08,01,1982-08-01,,485,345,3,Eastern Boreal Plains
150,-264075.5982,592863.5541,1982,53,1982-53,4,string fen,flark,MB,,54.3,-99.13,BO,HBs,BHc,116,-2,open fen,dc820803,82,08,03,1982-08-03,,487,268,2,Eastern Boreal Plains
152,-256512.8738,611010.1515,1982,55,1982-55,4,string fen,flark,MB,,54.47,-99.03,BO,HBs,BHc,170,6,open fen,dc820805,82,08,05,1982-08-05,,489,282,2,Eastern Boreal Plains
156,-257436.2849,616547.2965,1982,59,1982-59,4,string fen,flark,MB,,54.52,-99.05,BO,HBs,BHc,100,11,open fen,dc820807,82,08,07,1982-08-07,,491,263,2,Eastern Boreal Plains
186,-108175.8163,67928.30989,1983,15,1983-15,4,string fen,flark,MB,,49.6,-96.5,BO,LBs,BMt,247,13,open fen,dc830625,83,06,25,1983-06-25,also 27 jun 1983 on another card,629,133,1,Eastern Boreal Plains
108,-423155.338,514962.9707,1982,21,1982-21,4,string fen,string,MB,,53.47,-101.48,BO,MBs,BMc,349,-20,open fen,dc820627,82,06,27,1982-06-27,,450,234,2,Eastern Boreal Plains
129,-408851.6396,623564.4767,1982,37,1982-37,4,spring fen,open,MB,,54.47,-101.43,BO,MBs,BMc,117,-3,open fen,dc820717,82,07,17,1982-07-17,,470,281,2,Eastern Boreal Plains
229,-160712.8769,249954.5824,1983,44,1983-44,5,drainage,open,MB,,51.23,-97.32,BO,LBs,BMc,144,-2,open fen,dc830807,83,08,07,1983-08-07,,672,421,4,Eastern Boreal Plains
142,-303511.4156,623038.5537,1982,46,1982-46,5,string fen,flark,MB,,54.55,-99.78,BO,HBs,BHc,352,-3,open fen,dc820731,82,07,31,1982-07-31,,484,339,3,Eastern Boreal Plains
300,-613605.701,755736.7877,1984,45,1984-45,3,basin_fen,shrub,SK,,55.43,-104.93,BO,HBs,BHc,654,-18,shrubby fen,dc840717,84,07,17,1984-07-17,,832,236,2,Western Boreal Shield
259,-489876.4837,715168.6054,1984,11,Nov-84,3,collapse scar fen,shrub,SK,,55.22,-102.87,BO,HBs,BHc,368,-17,shrubby fen,dc840612,84,06,12,1984-06-12,,797,122,1,Western Boreal Shield
260,-491223.8494,704334.686,1984,12,Dec-84,3,drainage,shrub,SK,,55.12,-102.87,BO,HBs,BHc,376,-36,shrubby fen,dc840612,84,06,12,1984-06-12,,797,120,1,Western Boreal Shield
298,-642521.3317,732746.5183,1984,43,1984-43,3,string fen,margin,SK,,55.18,-105.33,BO,HBs,BHc,271,-24,shrubby fen,dc840716,84,07,16,1984-07-16,,831,221,2,Western Boreal Shield
121,-412718.5754,690970.4051,1982,30,1982-30,4,basin_fen,shrub,MB,,55.08,-101.6,BO,HBs,BHc,333,-10,shrubby fen,dc820714,82,07,14,1982-07-14,,467,255,2,Western Boreal Shield
262,-525567.5926,659169.3029,1984,14,1984-14,4,drainage,shrub,SK,,54.67,-103.32,BO,MBs,BHc,399,-12,shrubby fen,dc840613,84,06,13,1984-06-13,,798,117,1,Western Boreal Shield
163,-314646.2841,643628.1856,1982,65,1982-65,4,hoizontal,shrub,MB,,54.73,-99.98,BO,HBs,BHc,227,-17,shrubby fen,dc820811,82,08,11,1982-08-11,,495,333,3,Western Boreal Shield
297,-642521.3317,732746.5183,1984,43,1984-43,4,string fen,string,SK,,55.18,-105.33,BO,HBs,BHc,388,-22,shrubby fen,dc840716,84,07,16,1984-07-16,,831,221,2,Western Boreal Shield
165,-74542.87345,6157.677575,1983,2,Feb-83,,hoizontal,shrub,MB,,49.05,-96.02,BO,LBs,BMc,148,-1,shrubby fen,dc830616,83,06,16,1983-06-16,,620,189,1,Lake of the Woods
191,-39830.81651,47954.6986,1983,16,1983-16,4,string fen,string,MB,,49.43,-95.55,BO,LBst,BL,240,-6,shrubby fen,dc830626,83,06,26,1983-06-26,,630,164,1,Lake of the Woods
27,-1338479.241,1143770.532,1981,12,Dec-81,,collapse scar fen,shrub,AB,,57.17,-118.17,CD,SCb,BMc,45,-63,shrubby fen,dc810623,81,06,23,1981-06-23,,265,271,2,Boreal Foothills
36,-1295694.98,847985.0167,1981,18,1981-18,2,string fen,string,AB,,54.75,-115.87,CD,SCb,BHc,554,-12,shrubby fen,dc810627,81,06,27,1981-06-27,,269,183,1,Boreal Foothills
41,-1280159.808,834662.5119,1981,21,1981-21,4,collapse scar fen,shrub,AB,,54.68,-115.57,CD,SCb,BHc,363,-3,shrubby fen,dc810629,81,06,29,1981-06-29,,271,203,2,Boreal Foothills
23,-1444800.092,735926.0117,1981,11,Nov-81,5,string fen,string,AB,,53.33,-117.47,CD,SCb,BMc,510,-5,shrubby fen,dc810617,81,06,17,1981-06-17,,259,186,1,Boreal Foothills
63,-1181792.336,854541.3585,1981,39,1981-39,,basin_fen,centre,AB,,55.13,-114.18,BO,LBs,BMc,195,-3,shrubby fen,dc810723,81,07,23,1981-07-23,,295,235,2,Central Boreal Plains
303,-618064.5395,686808.3577,1984,48,1984-48,,basin_fen,shrub,SK,,54.8,-104.83,BO,MBs,BHc,133,-24,shrubby fen,dc840719,84,07,19,1984-07-19,,834,259,2,Central Boreal Plains
279,-641165.8201,609623.3661,1984,29,1984-29,3,basin_fen,shrub,SK,,54.07,-105,BO,MBs,BMc,138,19,shrubby fen,dc840622,84,06,22,1984-06-22,,807,129,1,Central Boreal Plains
305,-617367.1548,678958.5469,1984,49,1984-49,3,basin_fen,shrub,SK,,54.73,-104.8,BO,MBs,BHc,210,-31,shrubby fen,dc840719,84,07,19,1984-07-19,,834,257,2,Central Boreal Plains
295,-633998.0999,687110.2456,1984,42,1984-42,3,drainage,shrub,SK,,54.78,-105.08,BO,MBs,BHc,190,-23,shrubby fen,dc840715,84,07,15,1984-07-15,,830,222,2,Central Boreal Plains
330,-807625.0689,757818.9289,1984,73,1984-73,3,drainage,shrub,SK,,55.13,-108,BO,LBs,BHc,285,-25,shrubby fen,dc840812,84,08,12,1984-08-12,,858,431,4,Central Boreal Plains
250,-493150.5321,463057.2137,1984,2,Feb-84,4,basin_fen,shrub,SK,,52.93,-102.45,BO,LBs,BMc,170,-2,shrubby fen,dc840606,84,06,06,1984-06-06,,791,147,1,Central Boreal Plains
277,-652035.2808,594727.5111,1984,27,1984-27,4,basin_fen,shrub,SK,,53.92,-105.13,BO,MBs,BMc,216,-7,shrubby fen,dc840621,84,06,21,1984-06-21,,806,137,1,Central Boreal Plains
283,-698500.5099,636902.0458,1984,32,1984-32,4,basin_fen,shrub,SK,,54.23,-105.95,BO,MBs,BMc,285,-10,shrubby fen,dc840625,84,06,25,1984-06-25,,810,192,1,Central Boreal Plains
285,-666646.368,652562.9971,1984,34,1984-34,4,basin_fen,shrub,SK,,54.42,-105.5,BO,MBs,BHc,250,-17,shrubby fen,dc840626,84,06,26,1984-06-26,,811,164,1,Central Boreal Plains
286,-670425.8887,637667.7171,1984,35,1984-35,4,basin_fen,shrub,SK,,54.28,-105.52,BO,MBs,BMc,166,-20,shrubby fen,dc840626,84,06,26,1984-06-26,,811,165,1,Central Boreal Plains
289,-707497.3792,604025.4489,1984,37,1984-37,4,basin_fen,shrub,SK,,53.92,-106,BO,MBs,BMc,225,-2,shrubby fen,dc840628,84,06,28,1984-06-28,,813,189,1,Central Boreal Plains
318,-765625.5485,671429.5542,1984,61,1984-61,4,basin_fen,shrub,SK,,54.43,-107.08,BO,LBs,BMc,330,-15,shrubby fen,dc840805,84,08,05,1984-08-05,,851,424,4,Central Boreal Plains
64,-1184671.596,860012.9203,1981,40,1981-40,4,hoizontal,shrub,AB,,55.17,-114.25,BO,LBs,BMc,202,-3,shrubby fen,dc810723,81,07,23,1981-07-23,,295,232,2,Central Boreal Plains
66,-1179128.579,852570.7007,1981,41,1981-41,4,hoizontal,shrub,AB,,55.12,-114.13,BO,LBs,BMc,83,-17,shrubby fen,dc810724,81,07,24,1981-07-24,,296,244,2,Central Boreal Plains
67,-1193493.057,799834.4789,1981,42,1981-42,4,hoizontal,shrub,AB,,54.62,-114.1,BO,LBs,BMc,282,-16,shrubby fen,dc810724,81,07,24,1981-07-24,,296,222,2,Central Boreal Plains
275,-621756.4408,578900.8081,1984,26,1984-26,4,string fen,flark,SK,,53.82,-104.63,BO,LBs,BMc,242,14,shrubby fen,dc840621,84,06,21,1984-06-21,,806,127,1,Central Boreal Plains
276,-621756.4408,578900.8081,1984,26,1984-26,4,string fen,string,SK,,53.82,-104.63,BO,LBs,BMc,284,-9,shrubby fen,dc840621,84,06,21,1984-06-21,,806,127,1,Central Boreal Plains
288,-697728.4179,611219.7904,1984,36,1984-36,4,string fen,string,SK,,54,-105.87,BO,MBs,BMc,329,-8,shrubby fen,dc840627,84,06,27,1984-06-27,,812,189,1,Central Boreal Plains
333,-776244.4135,690197.499,1984,75,1984-75,4,string fen,string,SK,,54.58,-107.3,BO,LBs,BMc,348,-35,shrubby fen,dc840814,84,08,14,1984-08-14,,860,393,3,Central Boreal Plains
99,-397074.0258,457277.1255,1982,15,1982-15,4,drainage,treed_conif,MB,,52.97,-101,BO,MBs,BMc,200,-34,shrubby fen,dc820623,82,06,23,1982-06-23,,446,204,2,Eastern Boreal Plains
80,-354554.4386,541521.4613,1982,1,Jan-82,4,hoizontal,shrub,MB,,53.77,-100.47,BO,MBs,BMc,92,-5,shrubby fen,dc820616,82,06,16,1982-06-16,,439,222,2,Eastern Boreal Plains
81,-375288.2779,549961.3153,1982,2,Feb-82,4,hoizontal,shrub,MB,,53.83,-100.8,BO,MBs,BMc,320,0,shrubby fen,dc820616,82,06,16,1982-06-16,,439,225,2,Eastern Boreal Plains
86,-363780.2005,584099.0389,1982,6,Jun-82,4,hoizontal,shrub,MB,,54.15,-100.67,BO,MBs,BMc,140,0,shrubby fen,dc820618,82,06,18,1982-06-18,,441,234,2,Eastern Boreal Plains
90,-434444.7888,532665.2238,1982,11,Nov-82,4,hoizontal,shrub,MB,,53.62,-101.68,BO,MBs,BMc,126,0,shrubby fen,dc820620,82,06,20,1982-06-20,,443,220,2,Eastern Boreal Plains
91,-385463.6546,600384.2584,1982,12,Dec-82,4,hoizontal,shrub,MB,,54.28,-101.03,BO,MBs,BMc,168,0,shrubby fen,dc820621,82,06,21,1982-06-21,,444,241,2,Eastern Boreal Plains
149,-268849.0308,569049.8021,1982,52,1982-52,4,hoizontal,shrub,MB,,54.08,-99.18,BO,HBs,BHc,157,-12,shrubby fen,dc820803,82,08,03,1982-08-03,,487,261,2,Eastern Boreal Plains
141,-304531.6531,626404.7165,1982,45,1982-45,4,string fen,string,MB,,54.58,-99.8,BO,HBs,BHc,186,-39,shrubby fen,dc820731,82,07,31,1982-07-31,,484,339,3,Eastern Boreal Plains
143,-303511.4156,623038.5537,1982,46,1982-46,4,string fen,string,MB,,54.55,-99.78,BO,HBs,BHc,367,-20,shrubby fen,dc820731,82,07,31,1982-07-31,,484,339,3,Eastern Boreal Plains
146,-303347.2471,625218.9844,1982,48,1982-48,4,string fen,string,MB,,54.57,-99.78,BO,HBs,BHc,217,-5,shrubby fen,dc820801,82,08,01,1982-08-01,,485,345,3,Eastern Boreal Plains
153,-256512.8738,611010.1515,1982,55,1982-55,4,string fen,string,MB,,54.47,-99.03,BO,HBs,BHc,173,-18,shrubby fen,dc820805,82,08,05,1982-08-05,,489,282,2,Eastern Boreal Plains
188,-108175.8163,67928.30989,1983,15,1983-15,4,string fen,string,MB,,49.6,-96.5,BO,LBs,BMt,270,-14,shrubby fen,dc830625,83,06,25,1983-06-25,also 27 jun 1983 on another card,629,133,1,Eastern Boreal Plains
252,-459999.8361,442718.0178,1984,4,Apr-84,4,string fen,string,SK,,52.78,-101.92,BO,LBs,BMc,199,-10,shrubby fen,dc840608,84,06,08,1984-06-08,,793,84,0,Eastern Boreal Plains
266,-430047.873,658753.0804,1984,18,1984-18,,basin_fen,treed_conif,SK,,54.77,-101.82,BO,HBs,BHc,320,-49,treed fen,dc840615,84,06,15,1984-06-15,,800,130,1,Western Boreal Shield
268,-436210.1933,660520.4068,1984,20,1984-20,3,basin_fen,treed_conif,SK,,54.78,-101.92,BO,HBs,BHc,355,-20,treed fen,dc840615,84,06,15,1984-06-15,,800,131,1,Western Boreal Shield
291,-610238.46,704388.1244,1984,39,1984-39,3,drainage,treed_conif,SK,,54.97,-104.75,BO,HBs,BHc,211,-23,treed fen,dc840713,84,07,13,1984-07-13,,828,265,2,Western Boreal Shield
132,-317759.8819,660315.1833,1982,39,1982-39,4,basin_fen,treed_conif,MB,,54.88,-100.05,BO,HBs,BHc,314,-30,treed fen,dc820718,82,07,18,1982-07-18,,471,278,2,Western Boreal Shield
