CORE_ID,SOURCE_SITEID,SOURCE_SUB,LATITUDE,LONGITUDE,LOC_SOURCE_FORMAT,LOC_ACCURACY_NOTES,PROV_TERR,SAMPLING_YR,SAMPLING_MONTH,SAMPLING_DATE,SAMPLING_ST,CSSC_CODE,CSSC_ORDER,CSSC_GREAT_GROUP,CSSC_GGSG,ORG_DEPTH,BASE_Y_N,BASE_RSR,PERC_BD_MEAS,PERC_C_MEAS,PERMAFROST,ACTIVE_DPT,WT_DEPTH,ORG_C_MGHA,CWCS_CLASS,FEN_TYPE,CWCS_FORM,CWCS_TYPE,TREED,CORE_POSITION,DISTURBANCE,MICROFORM,OTHER_DESC,VEGETATION
236,Z-1981-34,Z-1981-34-A,54.62,-112.15,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",AB,1981,7,12,ZMX,,,,,246,Y,,100,0,Y,31,66,1261.5,bog,,peat plateau,treed : coniferous,Y,,,,,Picea mariana; Rhododendron groenlandicum; Salix arbusculoides; Betula occidentalis; Carex tenuiflora; Carex gynocrates; Vaccinium vitis-idaea; Rubus chamaemorus; Carex rostrata; Vaccinium oxycoccos; Maianthemum trifolium; Orthilia secunda; Carex magellanica; Stellaria longifolia; Tomentypnum nitens; Hylocomium splendens; Pleurozium schreberi; Sphagnum angustifolium; Sphagnum fuscum; Sphagnum magellanicum; Sphagnum nemoreum; Sphagnum teres; Sphagnum warnstorfii; Polytrichum strictum; Dicranum undulatum; Bryum pseudotriquetrum; Ptilidium ciliare; Eurhynchiastrum pulchellum; Mylia anomala; Drepanocladus aduncus; Dicranum polysetum; Leptobryum pyriforme; Cladina mitis; Peltigera aphthosa
237,Z-1981-34,Z-1981-34-B,54.62,-112.15,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",AB,1981,7,12,ZMX,,,,,264,Y,,100,8.3,N,,5,1197.3,fen,moderately rich,collapse scar,shrub,N,,,,,Calamagrostis stricta; Carex diandra; Carex rostrata; Carex aquatilis; Eriophorum viridicarinatum; Comarum palustre; Cicuta maculata; Galium trifidum; Epilobium palustre; Carex canescens; Ranunculus gmelinii; Hippuris vulgaris; Rumex occidentalis; Stellaria longifolia; Hamatocaulis vernicosus; Scorpidium revolvens; Marchantia polymorpha; Scapania paludicola
238,Z-1981-36,Z-1981-36,54.58,-113.42,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",AB,1981,7,13,ZMX,,,,,243,Y,,100,5.8,N,,20,1422.1,swamp,,,treed : coniferous,Y,,,,,Picea mariana; Rhododendron groenlandicum; Calamagrostis canadensis; Vaccinium vitis-idaea; Petasites frigidus; Carex disperma; Maianthemum trifolium; Mitella nuda; Rubus chamaemorus; Caltha palustris; Equisetum palustre; Rumex occidentalis; Stellaria longifolia; Rubus arcticus; Epilobium palustre; Equisetum scirpoides; Orthilia secunda; Pleurozium schreberi; Hylocomium splendens; Sphagnum fuscum; Aulacomnium palustre; Sphagnum warnstorfii; Tomentypnum nitens; Plagiomnium medium; Thuidium recognitum; Ptilium crista-castrensis; Brachythecium sp.; Calliergon richardsonii; Polytrichum strictum; Bryum pseudotriquetrum; Eurhynchiastrum pulchellum; Plagiochila asplenioides; Sanionia uncinata; Elodium blandowii; Pohlia nutans; Sarmentypnum exannulatum; Ptilidium ciliare; Tetraphis pellucida; Leptobryum pyriforme; Amblystegium serpens; Dicranum polysetum; Dicranum undulatum; Rhizomnium gracile; Isopterygium pulchella; Cladina mitis; Peltigera aphthosa; Peltigera canina
239,Z-1981-37,Z-1981-37,54.45,-112.8,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",AB,1981,7,14,ZMX,,,,,219,Y,,100,16,N,,43,1217.9,bog,,basin,treed : coniferous,Y,,,,,Picea mariana; Rhododendron groenlandicum; Vaccinium vitis-idaea; Vaccinium oxycoccos; Rubus chamaemorus; Eriophorum vaginatum; Sphagnum fuscum; Sphagnum nemoreum; Mylia anomala; Polytrichum strictum; Sphagnum angustifolium; Dicranum undulatum; Pleurozium schreberi; Aulacomnium palustre; Sphagnum magellanicum; Dicranum polysetum; Cladina mitis; Cladonia cornuta; Cladonia gracilis; Cladonia deformis; Cladonia chlorophaea; Cladonia cenotea; Cladonia cristatella
240,Z-1981-38,Z-1981-38-A,56.18,-115.33,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",AB,1981,7,21,ZMX,,,,,434,Y,,100,6.7,N,,36,2228.8,bog,,basin,treed : coniferous,Y,,,,,Picea mariana; Rhododendron groenlandicum; Salix myrtillifolia; Vaccinium vitis-idaea; Maianthemum trifolium; Carex disperma; Rubus chamaemorus; Carex lasiocarpa; Equisetum scirpoides; Pleurozium schreberi; Ptilium crista-castrensis; Hylocomium splendens; Sphagnum warnstorfii; Ptilidium ciliare; Dicranum undulatum; Cladopodiella fluitans; Aulacomnium palustre; Tomentypnum falcifolium; Dicranum polysetum; Blepharostoma trichophyllum; Cladina mitis; Peltigera aphthosa
241,Z-1981-38,Z-1981-38-B,56.18,-115.33,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",AB,1981,7,21,ZMX,,,,,201,N,N,100,0,N,,31,896.5,bog,,basin,treed : coniferous,Y,,,,,Picea mariana; Salix pedicellaris; Rhododendron groenlandicum; Chamaedaphne calyculata; Betula pumila; Carex lasiocarpa; Vaccinium vitis-idaea; Vaccinium oxycoccos; Rubus chamaemorus; Maianthemum trifolium; Equisetum scirpoides; Sphagnum fuscum; Sphagnum angustifolium; Pleurozium schreberi; Sphagnum warnstorfii; Dicranum undulatum; Polytrichum strictum; Mylia anomala; Aulacomnium palustre; Hylocomium splendens; Tomentypnum falcifolium; Dicranum polysetum; Ptilium crista-castrensis; Pohlia nutans; Cladina mitis; Cetraria nivalis; Cladonia cornuta; Cladonia gracilis; Cladonia sulphurina; Peltigera aphthosa; Peltigera polydactylon
242,Z-1981-39,Z-1981-39-A,55.13,-114.18,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",AB,1981,7,23,ZMX,,,,,82,Y,,100,26.8,N,,3,426.5,fen,moderately rich,basin,treed : coniferous,Y,"edge, margin, or rim",,,,Salix pedicellaris; Larix laricina; Carex lasiocarpa; Carex diandra; Comarum palustre; Carex rostrata; Carex gynocrates; Agrostis scabra; Galium labradoricum; Epilobium palustre; Symphyotrichum boreale; Equisetum palustre; Caltha palustris; Parnassia palustris; Scorpidium revolvens; Hamatocaulis vernicosus; Tomentypnum nitens; Bryum pseudotriquetrum; Brachythecium turgidum; Aneura pinguis; Pellia endiviifolia
243,Z-1981-39,Z-1981-39-C,55.13,-114.18,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",AB,1981,7,23,ZMX,,,,,195,Y,,100,0,N,,3,892.8,fen,,basin,shrub,N,center,,,,
244,Z-1981-40,Z-1981-40-A,55.17,-114.25,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",AB,1981,7,23,ZMX,,,,,200,Y,,100,8.5,N,,15,1198.4,fen,moderately rich,horizontal,treed : coniferous,Y,,,,,Picea mariana; Larix laricina; Salix arbusculoides; Rhododendron groenlandicum; Salix myrtillifolia; Lonicera villosa; Poa palustris; Vaccinium vitis-idaea; Rubus chamaemorus; Maianthemum trifolium; Equisetum scirpoides; Carex magellanica; Carex lasiocarpa; Pleurozium schreberi; Hylocomium splendens; Dicranum undulatum; Aulacomnium palustre; Sphagnum fuscum; Sphagnum nemoreum; Tomentypnum nitens; Ptilium crista-castrensis; Sanionia uncinata; Polytrichum strictum; Campylium stellatum; Cladina arbuscula; Peltigera aphthosa; Peltigera polydactylon
245,Z-1981-40,Z-1981-40-B,55.17,-114.25,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",AB,1981,7,23,ZMX,,,,,202,Y,,100,11.4,N,,3,1065.4,fen,moderately rich,horizontal,shrub : low,N,,,,,Betula pumila; Picea mariana; Salix pedicellaris; Comarum palustre; Carex diandra; Carex rostrata; Rubus arcticus; Stellaria longifolia; Carex lasiocarpa; Poa palustris; Symphyotrichum boreale; Parnassia palustris; Caltha palustris; Galium labradoricum; Agrostis scabra; Triglochin maritima; Rumex occidentalis; Tomentypnum nitens; Drepanocladus aduncus; Hypnum pratense; Aulacomnium palustre; Pohlia nutans; Plagiomnium ellipticum; Peltigera canina
246,Z-1981-41,Z-1981-41,55.12,-114.13,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",AB,1981,7,24,ZMX,,,,,83,Y,,100,20.5,N,,17,420.6,fen,moderately rich,horizontal,shrub : tall,N,,,,,Larix laricina; Picea mariana; Betula pumila; Salix pedicellaris; Carex diandra; Equisetum fluviatile; Carex magellanica; Comarum palustre; Carex aquatilis; Vaccinium oxycoccos; Carex interior; Petasites frigidus; Rubus arcticus; Carex gynocrates; Maianthemum trifolium; Galium labradoricum; Stellaria longifolia; Epilobium palustre; Tomentypnum nitens; Sphagnum angustifolium; Sphagnum warnstorfii; Tomentypnum falcifolium; Aulacomnium palustre; Bryum pseudotriquetrum; Hypnum pratense; Dicranum undulatum; Plagiomnium ellipticum; Brachythecium sp.; Hamatocaulis vernicosus; Elodium blandowii; Lophocolea minor
247,Z-1981-42,Z-1981-42,54.62,-114.1,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",AB,1981,7,24,ZMX,,,,,282,Y,,100,0,N,,16,1633.9,fen,moderately rich,horizontal,shrub : low,N,,,,,Larix laricina; Picea mariana; Rhododendron groenlandicum; Betula pumila; Andromeda polifolia; Salix pedicellaris; Vaccinium vitis-idaea; Carex magellanica; Carex lasiocarpa; Maianthemum trifolium; Carex aquatilis; Vaccinium oxycoccos; Carex interior; Stellaria longifolia; Comarum palustre; Equisetum fluviatile; Tomentypnum nitens; Aulacomnium palustre; Sphagnum fuscum; Sphagnum angustifolium; Sphagnum warnstorfii; Dicranum undulatum; Polytrichum strictum; Pohlia nutans; Hypnum pratense; Pleurozium schreberi; Cladina mitis; Peltigera polydactylon
248,Z-1981-43,Z-1981-43,55,-114.38,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",AB,1981,7,27,ZMX,,,,,81,Y,,100,0,N,,2,385.6,fen,moderately rich,horizontal,moss : brown,N,,,,,Salix pedicellaris; Carex diandra; Carex aquatilis; Carex disperma; Comarum palustre; Triglochin maritima; Agrostis scabra; Equisetum fluviatile; Equisetum palustre; Galium labradoricum; Epilobium palustre; Drepanocladus aduncus
249,Z-1981-44,Z-1981-44,55,-114.38,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",AB,1981,7,27,ZMX,,,,,120,Y,,100,15,N,,10,620.4,fen,moderately rich,horizontal,treed : coniferous,Y,,,,,Larix laricina; Picea mariana; Betula papyrifera; Betula pumila; Salix pedicellaris; Rhododendron groenlandicum; Salix arbusculoides; Salix myrtillifolia; Equisetum fluviatile; Rubus arcticus; Carex magellanica; Carex disperma; Carex gynocrates; Carex diandra; Carex aquatilis; Vaccinium oxycoccos; Comarum palustre; Agrostis scabra; Calamagrostis stricta; Equisetum scirpoides; Galium labradoricum; Parnassia palustris; Calla palustris; Epilobium leptophyllum; Maianthemum trifolium; Triglochin maritima; Carex tenuiflora; Tomentypnum nitens; Aulacomnium palustre; Sphagnum warnstorfii; Sphagnum teres; Hamatocaulis vernicosus; Drepanocladus aduncus; Polytrichum strictum; Brachythecium sp.; Bryum pseudotriquetrum; Pohlia nutans; Plagiomnium ellipticum; Dicranum undulatum
250,Z-1981-45,Z-1981-45-A,55.13,-114.02,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",AB,1981,7,28,ZMX,,,,,238,Y,,100,0,N,,18,1392.6,fen,extremely rich,string : northern ribbed,treed : coniferous,Y,,,string,,Picea mariana; Larix laricina; Betula pumila; Salix candida; Carex leptalea; Carex interior; Menyanthes trifoliata; Carex lasiocarpa; Muhlenbergia glomerata; Equisetum fluviatile; Rubus arcticus; Symphyotrichum boreale; Eriophorum viridicarinatum; Galium labradoricum; Mitella nuda; Parnassia palustris; Vaccinium oxycoccos; Triglochin maritima; Vaccinium vitis-idaea; Tomentypnum nitens; Aulacomnium palustre; Campylium stellatum; Brachythecium sp.; Bryum pseudotriquetrum; Dicranum undulatum; Hypnum pratense; Plagiomnium ellipticum; Amblystegium serpens; Peltigera aphthosa
251,Z-1981-45,Z-1981-45-B,55.13,-114.02,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",AB,1981,7,28,ZMX,,,,,213,Y,,100,10.9,N,,0,758.7,fen,extremely rich,string : northern ribbed,moss : brown,N,,,flark,,Salix pedicellaris; Betula pumila; Larix laricina; Carex lasiocarpa; Menyanthes trifoliata; Carex chordorrhiza; Carex limosa; Triglochin maritima; Carex diandra; Epilobium palustre; Drosera linearis; Equisetum fluviatile; Muhlenbergia glomerata; Parnassia palustris; Pedicularis parviflora; Platanthera hyperborea; Scorpidium scorpioides; Meesia triquetra; Bryum pseudotriquetrum; Scorpidium revolvens; Aneura pinguis; Moerckia hibernica
252,Z-1981-46,Z-1981-46,55.35,-114.58,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",AB,1981,7,28,ZMX,,,,,261,Y,,100,5.4,N,,28,1338.4,bog,,flat,treed : coniferous,Y,,,,,Picea mariana; Rhododendron groenlandicum; Salix myrtillifolia; Carex disperma; Maianthemum trifolium; Rubus chamaemorus; Vaccinium vitis-idaea; Moneses uniflora; Mitella nuda; Hylocomium splendens; Ptilium crista-castrensis; Aulacomnium palustre; Tomentypnum nitens; Pleurozium schreberi; Pohlia nutans; Lepidozia reptans; Dicranum undulatum; Dicranum polysetum; Plagiomnium ellipticum; Climacium dendroides; Syzygiella autumnalis; Peltigera aphthosa; Cladina mitis
253,Z-1981-47,Z-1981-47-A,56.28,-115.37,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",AB,1981,7,29,ZMX,,,,,198,Y,,100,8.1,N,,50,1491.1,swamp,,flat : basin,treed : coniferous,Y,,,,,Picea mariana; Salix myrtillifolia; Rhododendron groenlandicum; Carex disperma; Maianthemum trifolium; Agrostis scabra; Mitella nuda; Ranunculus lapponicus; Carex lasiocarpa; Equisetum scirpoides; Hylocomium splendens; Plagiomnium ellipticum; Aulacomnium palustre; Dicranum undulatum; Elodium blandowii; Hypnum lindbergii; Polytrichum commune; Tomentypnum nitens; Pleurozium schreberi; Tetraplodon mnioides; Cladina mitis; Peltigera canina; Peltigera aphthosa
254,Z-1981-47,Z-1981-47-B,56.28,-115.37,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",AB,1981,7,29,ZMX,,,,,135,Y,,100,0,N,,4,686.3,fen,extremely rich,basin,moss : brown,N,,,,,Betula pumila; Salix pedicellaris; Salix myrtillifolia; Larix laricina; Carex rostrata; Carex limosa; Parnassia palustris; Vaccinium oxycoccos; Maianthemum trifolium; Pyrola asarifolia; Drosera rotundifolia; Tomentypnum nitens; Paludella squarrosa; Sphagnum teres; Scorpidium revolvens; Campylium stellatum; Aulacomnium palustre; Bryum pseudotriquetrum; Calliergon giganteum
255,Z-1981-48,Z-1981-48,55.75,-116,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",AB,1981,7,29,ZMX,,,,,204,Y,,100,3.9,N,,27,1055.4,bog,,basin,treed : coniferous,Y,,,,,Picea mariana; Rhododendron groenlandicum; Vaccinium myrtilloides; Rubus chamaemorus; Vaccinium vitis-idaea; Vaccinium oxycoccos; Empetrum nigrum; Sphagnum fuscum; Pleurozium schreberi; Ptilium crista-castrensis; Hylocomium splendens; Polytrichum strictum; Dicranum undulatum; Polytrichum commune; Geocalyx graveolens; Bryum pseudotriquetrum; Pohlia nutans; Cephalozia lunulifolia; Cladina stellaris; Cladonia rangiferina; Cladina mitis; Cetraria nivalis
256,Z-1981-49,Z-1981-49,55.85,-115.15,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",AB,1981,7,30,ZMX,,,,,406,Y,,100,2.2,N,,40,2024.2,bog,,flat,treed : coniferous,Y,,,,,Picea mariana; Rhododendron groenlandicum; Chamaedaphne calyculata; Rubus chamaemorus; Vaccinium vitis-idaea; Vaccinium oxycoccos; Eriophorum vaginatum; Sphagnum fuscum; Pleurozium schreberi; Dicranum undulatum; Ptilium crista-castrensis; Hylocomium splendens; Mylia anomala; Pohlia nutans; Ptilidium ciliare; Aulacomnium palustre; Polytrichum strictum; Calypogeia neesiana; Cladina mitis; Cladonia cornuta; Cladonia gracilis
257,Z-1981-50,Z-1981-50,55.33,-114.67,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",AB,1981,7,30,ZMX,,,,,299,Y,,99.7,5.4,N,,22,1528.6,bog,,plateau : northern plateau,treed : coniferous,Y,,,,,Picea mariana; Rhododendron groenlandicum; Chamaedaphne calyculata; Rubus chamaemorus; Vaccinium vitis-idaea; Vaccinium oxycoccos; Sphagnum fuscum; Pleurozium schreberi; Sphagnum angustifolium; Sphagnum magellanicum; Dicranum undulatum; Aulacomnium palustre; Dicranum polysetum; Pohlia nutans; Plagiothecium laetum; Ptilidium ciliare; Cladina mitis
258,Z-1981-51,Z-1981-51-A,55.17,-114.22,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",AB,1981,7,31,ZMX,,,,,305,Y,,100,5.6,N,,17,1465.6,fen,moderately rich,string : northern ribbed,treed : coniferous,Y,,,string,,Larix laricina; Picea mariana; Betula pumila; Salix pedicellaris; Andromeda polifolia; Menyanthes trifoliata; Carex interior; Carex diandra; Carex leptalea; Carex aquatilis; Equisetum palustre; Comarum palustre; Equisetum scirpoides; Galium labradoricum; Muhlenbergia glomerata; Vaccinium oxycoccos; Rubus arcticus; Triglochin maritima; Vaccinium vitis-idaea; Platanthera hyperborea; Tomentypnum nitens; Aulacomnium palustre; Drepanocladus aduncus; Brachythecium sp.; Bryum pseudotriquetrum; Dicranum undulatum; Hylocomium splendens; Pleurozium schreberi; Ptilium crista-castrensis; Sphagnum fuscum
259,Z-1981-51,Z-1981-51-B,55.17,-114.22,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",AB,1981,7,31,ZMX,,,,,303,Y,,100,0,N,,4,1206.6,fen,moderately rich,string : northern ribbed,moss : brown,N,,,flark,,Salix pedicellaris; Larix laricina; Betula pumila; Andromeda polifolia; Carex diandra; Carex limosa; Menyanthes trifoliata; Symphyotrichum boreale; Galium labradoricum; Muhlenbergia glomerata; Equisetum palustre; Triglochin maritima; Epilobium palustre; Stellaria longifolia; Hamatocaulis vernicosus; Drepanocladus aduncus; Meesia triquetra; Bryum pseudotriquetrum
260,Z-1981-52,Z-1981-52-A,53.53,-117.1,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",AB,1981,6,18,ZMX,,,,,463,Y,,100,5.2,N,,14,1457.5,fen,moderately rich,string : northern ribbed,treed : coniferous,Y,,,string,,Larix laricina; Betula pumila; Andromeda polifolia; Salix pedicellaris; Picea mariana; Lonicera involucrata; Carex interior; Carex chordorrhiza; Carex diandra; Carex limosa; Carex livida; Maianthemum trifolium; Carex tenuiflora; Muhlenbergia glomerata; Rubus arcticus; Agrostis scabra; Calamagrostis stricta; Galium labradoricum; Menyanthes trifoliata; Parnassia palustris; Vaccinium oxycoccos; Pedicularis labradorica; Vaccinium vitis-idaea; Epilobium leptophyllum; Tomentypnum nitens; Aulacomnium palustre; Bryum pseudotriquetrum; Pohlia nutans; Ptilium crista-castrensis; Rhizomnium pseudopunctatum; Oncophorus wahlenbergii; Cinclidium stygium; Lophozia guttulata; Abietinella abietina
261,Z-1981-52,Z-1981-52-B,53.53,-117.1,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",AB,1981,6,18,ZMX,,,,,452,Y,,100,7.7,N,,11,1431.2,fen,moderately rich,string : northern ribbed,moss : brown,N,,,flark,,Andromeda polifolia; Salix pedicellaris; Carex chordorrhiza; Carex limosa; Carex livida; Equisetum fluviatile; Drosera anglica; Eriophorum viridicarinatum; Menyanthes trifoliata; Triantha occidentalis; Pedicularis parviflora; Scorpidium scorpioides; Scorpidium revolvens; Campylium stellatum; Bryum pseudotriquetrum; Catoscopium nigritum
262,Z-1981-53,Z-1981-53,53.58,-114.88,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",AB,1981,6,18,ZMX,,,,,356,Y,,100,3.9,N,,23,1538.4,bog,,basin,treed : coniferous,Y,,,,,Picea mariana; Larix laricina; Rhododendron groenlandicum; Andromeda polifolia; Betula pumila; Maianthemum trifolium; Vaccinium vitis-idaea; Vaccinium oxycoccos; Rubus chamaemorus; Eriophorum vaginatum; Carex aquatilis; Sphagnum fuscum; Sphagnum angustifolium; Sphagnum magellanicum; Polytrichum strictum; Aulacomnium palustre; Bryum pseudotriquetrum; Dicranum undulatum; Pohlia nutans; Scapania paludicola; Pleurozium schreberi; Plagiothecium laetum; Peltigera malacea; Cladina mitis
263,Z-1981-54,Z-1981-54-A,53.57,-113.77,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",AB,1981,6,18,ZMX,,,,,90,Y,,100,100,N,,24,396.9,fen,moderately rich,spring,treed : coniferous,Y,,,,,Picea mariana; Larix laricina; Rhododendron groenlandicum; Rubus idaeus; Equisetum arvense; Carex gynocrates; Vaccinium vitis-idaea; Equisetum scirpoides; Empetrum nigrum; Carex aquatilis; Amerorchis rotundifolia; Vaccinium oxycoccos; Maianthemum trifolium; Carex capillaris; Platanthera hyperborea; Spiranthes romanzoffiana; Pyrola asarifolia; Orthilia secunda; Drosera rotundifolia; Linnaea borealis; Poa pratensis; Elymus trachycaulus; Pleurozium schreberi; Hylocomium splendens; Sphagnum fuscum; Sphagnum warnstorfii; Tomentypnum nitens; Sphagnum nemoreum; Aulacomnium palustre; Dicranum undulatum; Polytrichum strictum; Myurella julacea; Distichium capillaceum; Campylium hispidulum; Ptilium crista-castrensis; Brachythecium sp.; Eurhynchiastrum pulchellum; Leptobryum pyriforme; Plagiochila asplenioides; Ptilidium pulcherrimum; Ceratodon purpureus; Pohlia nutans; Ptilidium ciliare; Mylia anomala; Drepanocladus aduncus; Amblystegium serpens; Blepharostoma trichophyllum; Lophocolea heterophylla; Syzygiella autumnalis; Cladina mitis; Peltigera aphthosa; Cladonia rangiferina
264,Z-1981-54,Z-1981-54-B,53.57,-113.77,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",AB,1981,6,18,ZMX,,,,,182,Y,,100,0,N,,5,558.5,fen,,spring,moss : brown,N,,,,,Picea mariana; Larix laricina; Betula pumila; Andromeda polifolia; Salix pedicellaris; Salix candida; Rhododendron groenlandicum; Muhlenbergia glomerata; Schoenoplectus tabernaemontani; Carex diandra; Eleocharis quinqueflora; Carex aquatilis; Carex viridula; Triglochin maritima; Gentianopsis crinita; Triglochin palustris; Triantha occidentalis; Pedicularis groenlandica; Pinguicula vulgaris; Drosera anglica; Utricularia intermedia; Utricularia minor; Utricularia vulgaris; Typha latifolia; Lobelia kalmii; Parnassia palustris; Vaccinium oxycoccos; Drosera rotundifolia; Trichophorum cespitosum; Equisetum variegatum; Viola nephrophylla; Symphyotrichum boreale; Tomentypnum nitens; Campylium stellatum; Scorpidium revolvens; Hamatocaulis vernicosus; Scorpidium scorpioides; Aulacomnium palustre; Sphagnum fuscum; Calliergon giganteum; Meesia triquetra; Catoscopium nigritum; Cinclidium stygium; Rhizomnium gracile; Bryum pseudotriquetrum; Sphagnum warnstorfii; Paludella squarrosa; Pseudocalliergon trifarium; Brachythecium turgidum
265,Z-1981-55,Z-1981-55-A,54.45,-114.27,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",AB,1981,6,18,ZMX,,,,,282,Y,,100,0,N,,57,1585,swamp,,slope : peat margin,treed : coniferous,Y,,,,,Picea mariana; Betula papyrifera; Rhododendron groenlandicum; Chamaedaphne calyculata; Rubus chamaemorus; Vaccinium vitis-idaea; Maianthemum trifolium; Pleurozium schreberi; Ptilium crista-castrensis; Sphagnum nemoreum; Hylocomium splendens; Sphagnum fuscum; Sphagnum magellanicum; Tetraplodon angustatus; Aulacomnium palustre; Dicranum polysetum; Ptilidium ciliare; Ptilidium pulcherrimum
266,Z-1981-55,Z-1981-55-B,54.45,-114.27,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",AB,1981,6,18,ZMX,,,,,315,Y,,100,0,N,,66,1509.2,bog,,plateau : northern plateau,treed : coniferous,Y,,,,,Picea mariana; Betula papyrifera; Larix laricina; Rhododendron groenlandicum; Chamaedaphne calyculata; Rubus chamaemorus; Vaccinium vitis-idaea; Vaccinium oxycoccos; Eriophorum vaginatum; Maianthemum trifolium; Sphagnum fuscum; Pleurozium schreberi; Sphagnum nemoreum; Sphagnum magellanicum; Hylocomium splendens; Dicranum polysetum; Polytrichum strictum; Dicranum undulatum; Aulacomnium palustre; Ptilium crista-castrensis; Scapania curta; Schistochilopsis incisa; Cladina mitis
267,Z-1981-55,Z-1981-55-C,54.45,-114.27,DD.2,"Format in Zoltai et al (2000) is DD.2, as entered. Co-ordinates were originally recorded as DD MM by the researcher.",AB,1981,6,18,ZMX,,,,,315,Y,,100,0,N,,17,1525.9,fen,,horizontal,shrub : low,N,"edge, margin, or rim",,,,Betula pumila; Picea mariana; Larix laricina; Andromeda polifolia; Salix pedicellaris; Chamaedaphne calyculata; Rhododendron groenlandicum; Carex limosa; Vaccinium oxycoccos; Carex lasiocarpa; Carex diandra; Agrostis scabra; Carex chordorrhiza; Menyanthes trifoliata; Carex aquatilis; Maianthemum trifolium; Comarum palustre; Drosera rotundifolia; Rubus chamaemorus; Spiranthes romanzoffiana; Sphagnum magellanicum; Sphagnum subsecundum; Sphagnum teres; Aulacomnium palustre; Polytrichum strictum; Straminergon stramineum; Sphagnum warnstorfii; Sphagnum angustifolium; Scapania paludicola; Cephaloziella hampeana
