CORE_ID,SOURCE_SITEID,SOURCE_SUB,LATITUDE,LONGITUDE,LOC_SOURCE_FORMAT,LOC_ACCURACY_NOTES,PROV_TERR,SAMPLING_YR,SAMPLING_MONTH,SAMPLING_DATE,SAMPLING_ST,CSSC_CODE,CSSC_ORDER,CSSC_GREAT_GROUP,CSSC_GGSG,ORG_DEPTH,BASE_Y_N,BASE_RSR,PERC_BD_MEAS,PERC_C_MEAS,PERMAFROST,ACTIVE_DPT,WT_DEPTH,ORG_C_MGHA,CWCS_CLASS,FEN_TYPE,CWCS_FORM,CWCS_TYPE,TREED,CORE_POSITION,DISTURBANCE,MICROFORM,OTHER_DESC,VEGETATION
824,82-01-26 Transect,Site 05,53.95,-131.92,DD MM,,BC,1982,,,SPDESC,TY.H,Organic,Humisol,Typic,127,Y,,0,100,N,,,723,bog,,slope,,U,,,,,
825,82-01-26 Transect,Site 06,53.95,-131.92,DD MM,,BC,1982,,,SPDESC,LM.H,Organic,Humisol,Limnic,84,N,N,0,0,N,,,498,bog,,slope,,U,,,,,Pinus contorta; Chamaecyparis nootkatensis; juniper; Polytrichum; sedge; moss; lichen
826,82-01-26 Transect,Site 07,53.95,-131.92,DD MM,,BC,1982,,,SPDESC,T.H,Organic,Humisol,Terric,90,N,Y,0,0,N,,,652.4,bog,,slope,,U,,,,,
827,A7-2,A7-2,66.75,-64.7,DD MM,,NU,,,,SPDESC,TME.OC,Cryosolic,Organic Cryosol,Terric Mesic,50,Y,,0,100,Y,20,,175.8,fen,,lowland polygon,,U,,,,,
828,E08,E08,82.1,-68.67,DD MM,,NU,,,,SPDESC,HR.TC,Cryosolic,Turbic Cryosol,Histic Regosolic,40,Y,,0,100,Y,70,,144.7,fen,,lowland polygon,,U,,,,,
829,C56,C56,70.35,-95.63,DD MM,,NU,,,,SPDESC,,,,,75,Y,,0,100,Y,19,,241.1,fen,,lowland polygon,,U,,,,,
830,Dymond Lake 1,Dymond Lake 1,61.78,-107.87,DD MM,,NT,,,,SPDESC,FI.OC,Cryosolic,Organic Cryosol,Fibric,116,N,N,0,100,Y,36,,705.1,bog,,peat plateau,,U,,,,,
831,Bull Pasture,Site 1,46.037,-66.324,DD MM SS,,NB,,,,SPDESC,T.M,Organic,Mesisol,Terric,80,Y,,100,100,N,,,92.9,bog,,domed,,N,,,,,Sphagnum; Chamaedaphne calyculata; sedge; Picea mariana
832,Bull Pasture,Site 2,46.038,-66.326,DD MM SS,,NB,,,,SPDESC,ME.F,Organic,Fibrisol,Mesic,250,Y,,100,100,N,,,385.7,bog,,domed,,N,,,,,Sphagnum; Chamaedaphne calyculata; sedge
833,Bull Pasture,Site 3,46.038,-66.327,DD MM SS,,NB,,,,SPDESC,TY.F,Organic,Fibrisol,Typic,350,Y,,100,100,N,,,1290.3,bog,,domed,,U,,,,,Sphagnum; Chamaedaphne calyculata; Rhododendron groenlandicum; Picea mariana; Pinus strobus
834,Benton,Site No 400,45.983,-67.619,DD MM SS,,NB,,,,SPDESC,CU.M,Organic,Mesisol,Cumulic,240,Y,,0,100,N,,,945.7,fen,,riparian : stream,,N,,,,,sedge; Salix
835,Benton,Site No 500,45.984,-67.619,DD MM SS,,NB,,,,SPDESC,LM.H,Organic,Humisol,Limnic,200,Y,,100,100,N,,,774.4,fen,,riparian : stream,,N,,,,,sedge; Salix
836,Benton,Site No 600,45.985,-67.619,DD MM SS,,NB,,,,SPDESC,TY.M,Organic,Mesisol,Typic,230,Y,,100,100,N,,,1139.5,bog,,plateau : Atlantic plateau,,U,,,,,Sphagnum; Myrica gale; sedge; Alnus incana
837,Benton,Site No 700,45.986,-67.619,DD MM SS,,NB,,,,SPDESC,ME.H,Organic,Humisol,Mesic,250,Y,,100,100,N,,,977.8,bog,,plateau : Atlantic plateau,,U,,,,,Sphagnum; Myrica gale; Betula populifolia; Larix laricina
838,Benton,Site No 800,45.987,-67.619,DD MM SS,,NB,,,,SPDESC,HU.M,Organic,Mesisol,Humic,270,Y,,100,100,N,,,1180.9,bog,,plateau : Atlantic plateau,,N,,,,,Sphagnum; Chamaedaphne calyculata; Andromeda polifolia; Kalmia; Rhododendron canadense; Betula populifolia; Larix laricina
839,Benton,Site No 900,45.988,-67.619,DD MM SS,,NB,,,,SPDESC,HU.M,Organic,Mesisol,Humic,290,Y,,100,100,N,,,1173.7,bog,,plateau : Atlantic plateau,,N,,,,,Sphagnum; Chamaedaphne calyculata; sedge; Kalmia; Rhododendron canadense; Betula populifolia
840,Sled Lake 1,Sled Lake 1,62.38,-106.08,DD MM,,NT,,,,SPDESC,ME.OC,Cryosolic,Organic Cryosol,Mesic,126,Y,,0,100,Y,34,,1000.2,bog,,peat plateau,,U,,,,,
841,Site 34,A,54.2,-129.97,DD MM,,BC,1980,,,SPDESC,TY.M,Organic,Mesisol,Typic,171,Y,,0,100,N,,,817.7,bog,,slope,,U,,,,,
842,Site 34,B,54.2,-129.97,DD MM,,BC,1980,,,SPDESC,T.M,Organic,Mesisol,Terric,77,Y,,0,80.5,N,,,416.4,,,,,U,,,,,
843,Site 36,Site 36,54.27,-130.27,DD MM,,BC,1980,,,SPDESC,TY.M,Organic,Mesisol,Typic,175,Y,,0,100,N,,,754.3,bog,,slope,,U,,,,,
844,Site 37,Site 37,54.3,-130.3,DD MM,,BC,1980,,,SPDESC,T.M,Organic,Mesisol,Terric,100,Y,,0,100,N,,,344.4,bog,,slope,,U,,,,,
845,Site 41,Site 41,53.6,-131.97,DD MM,,BC,1980,,,SPDESC,ME.H,Organic,Humisol,Mesic,200,Y,,0,100,N,,,1054.2,bog,,flat,,U,,,,,
846,Site 43,Site 43,53.63,-132.05,DD MM,,BC,1980,,,SPDESC,HU.M,Organic,Mesisol,Humic,190,Y,,0,100,N,,,1033.9,fen,,riparian : stream,,U,,,,,
847,Site 44,Site 44,52.92,-132.32,DD MM,,BC,1980,,,SPDESC,ME.H,Organic,Humisol,Mesic,300,Y,,0,100,N,,,1324,bog,,flat,,U,,,,,
848,Site 59,Site 59,50.77,-128.07,DD MM,,BC,1980,,,SPDESC,T.H,Organic,Humisol,Terric,85,Y,,0,100,N,,,378.9,,,,,U,,,,,
849,VM T1 SP3,HR,52.721,-83.941,DD.3,Published studies by researcher(s) generally give DD.2.,ON,,,,REGHR,,,,,210,N,Y,100,100,N,,,956.4,bog,,,,U,,,,,
850,VM T1 SP3,LR,52.721,-83.941,DD.3,Published studies by researcher(s) generally give DD.2.,ON,,,,REG,,,,,220,N,N,100,100,N,,,1018.6,bog,,,,U,,,,,
851,VM T2 SP1,VM T2 SP1,52.721,-83.94,DD.3,Published studies by researcher(s) generally give DD.2.,ON,,,,REGHR,,,,,211,N,Y,100,100,N,,,846.5,fen,,,,U,,,,,
852,VM T2 SP3,HR,52.721,-83.937,DD.3,Published studies by researcher(s) generally give DD.2.,ON,,,,REGHR,,,,,207,N,Y,100,100,N,,,889.7,fen,,,,U,,,,,
853,VM T2 SP3,LR,52.721,-83.937,DD.3,Published studies by researcher(s) generally give DD.2.,ON,,,,REG,,,,,200,N,N,86,86,N,,,780.3,fen,,,,U,,,,,
854,VM T2 SP5,VM T2 SP5,52.721,-83.935,DD.3,Published studies by researcher(s) generally give DD.2.,ON,,,,REGHR,,,,,180,N,Y,100,100,N,,,827.5,fen,,,,U,,,,,
855,VM T3 SP2,VM T3 SP2,52.713,-84.173,DD.3,Published studies by researcher(s) generally give DD.2.,ON,,,,REGHR,,,,,262,N,Y,100,100,N,,,1268.1,fen,,,,U,,,,,
856,VM T3 SP5,VM T3 SP5,52.713,-84.17,DD.3,Published studies by researcher(s) generally give DD.2.,ON,,,,REGHR,,,,,232,N,Y,100,100,N,,,1367.6,fen,,,,U,,,,,
857,VM T4 SP1,VM T4 SP1,52.707,-84.185,DD.3,Published studies by researcher(s) generally give DD.2.,ON,,,,REGHR,,,,,311,N,Y,100,100,N,,,1261.4,bog,,,,U,,,,,
858,VM T4 SP5,VM T4 SP5,52.704,-84.182,DD.3,Published studies by researcher(s) generally give DD.2.,ON,,,,REGHR,,,,,286,N,Y,100,100,N,,,1083.2,bog,,,,U,,,,,
859,KJ PEAT 101,KJ PEAT 101,51.55,-81.816,DD.3,Published studies by researcher(s) generally give DD.2.,ON,,,,REGHR,,,,,297,N,Y,83.2,83.2,N,,,1282.1,bog,,,,U,,,,,
860,KJ T3 SP3A,KJ T3 SP3A,51.589,-81.786,DD.3,Published studies by researcher(s) generally give DD.2.,ON,,,,REGHR,,,,,176,N,Y,100,100,N,,,810.2,bog,,,,U,,,,,
861,KJ T4 SP3,KJ T4 SP3,51.587,-81.779,DD.3,Published studies by researcher(s) generally give DD.2.,ON,,,,REGHR,,,,,131,N,Y,100,100,N,,,718.9,fen,,,treed,Y,,,,,
862,HL03,HL03,54.676,-84.6,DD.3.1,Published studies by researcher(s) generally give DD.2; Unclear if different # of decimals between lat and long is real or due to rounding,ON,,,,REGHR,,,,,269,N,Y,100,100,N,,,1214.8,fen,poor,,,U,,,,,
863,HL04West,HL04West,54.753,-84.527,DD.3,Published studies by researcher(s) generally give DD.2.,ON,,,,REGHR,,,,,93,N,Y,97.8,97.8,N,,,716.1,fen,,,,U,,,,,
864,HL04East,HL04East,54.753,-84.5,DD.3.1,Published studies by researcher(s) generally give DD.2; Unclear if different # of decimals between lat and long is real or due to rounding,ON,,,,REGHR,,,,,105,N,Y,100,100,N,,,689.2,fen,,,,U,,,,,
865,PBPP T1 SP5,PBPP T1 SP5,55.238,-84.319,DD.3,Published studies by researcher(s) generally give DD.2.,ON,,,,REGHR,,,,,42,N,Y,100,100,N,,,206.1,fen,,,,U,,,,,
866,PBPP T2 SP5,PBPP T2 SP5,55.23,-84.327,DD.3,Published studies by researcher(s) generally give DD.2.,ON,,,,REGHR,,,,,45,N,Y,100,100,N,,,233.2,fen,,,,U,,,,,
867,PBPP T3 SP5,PBPP T3 SP5,55.228,-84.333,DD.3,Published studies by researcher(s) generally give DD.2.,ON,,,,REGHR,,,,,44,N,Y,100,100,N,,,217.9,fen,,,,U,,,,,
868,Paskeyau Lake,Paskeyau Lake,50.943,-80.326,DD.3,Published studies by researcher(s) generally give DD.2.,ON,,,,REGHR-50,,,,,259,Y,,80.7,80.7,N,,,920.6,bog,,,,U,,,,,
869,Moshikopaw Lake,Moshikopaw Lake,54.244,-87.74,DD.3,Published studies by researcher(s) generally give DD.2.,ON,,,,REGHR-13,,,,,235,N,Y,94.5,94.5,N,,,1053.3,bog,,,,U,,,,,
870,Ft Hope,Ft Hope,51.179,-86.712,DD.3,Published studies by researcher(s) generally give DD.2.,ON,,,,REGHR,,,,,297,N,N,97,97,N,,,1645.5,bog,,,,U,,,,,
871,VM T5 SP1,VM T5 SP1,52.6934,-83.9442,DD.4,Published studies by researcher(s) generally give DD.2.,ON,,,,REG,,,,,221,N,Y,100,100,N,,,930,bog,,,,U,,,,,
872,VM T5 SP3,VM T5 SP3,52.6934,-83.9442,DD.4,Published studies by researcher(s) generally give DD.2.,ON,,,,REG,,,,,231,N,Y,100,100,N,,,1005.6,bog,,,,U,,,,,
873,VM T5 SP5,VM T5 SP5,52.6934,-83.9442,DD.4,Published studies by researcher(s) generally give DD.2.,ON,,,,REG,,,,,212,N,Y,100,100,N,,,916.5,bog,,,,U,,,,,
874,VM T6 SP1,VM T6 SP1,52.6992,-83.955,DD.4,Published studies by researcher(s) generally give DD.2.,ON,,,,REG,,,,,183,N,Y,100,100,N,,,931.2,fen,,,,U,,,,,
875,VM T6 SP3,VM T6 SP3,52.701,-83.955,DD.3,Published studies by researcher(s) generally give DD.2.,ON,,,,REG,,,,,167,N,Y,100,100,N,,,906.2,fen,,,,U,,,,,
876,VM T6 SP5,VM T6 SP5,52.701,-83.955,DD.3,Published studies by researcher(s) generally give DD.2.,ON,,,,REG,,,,,176,N,Y,100,100,N,,,911.6,fen,,,,U,,,,,
877,VM D01,VM D01,52.6746,-84.0168,DD.4,Published studies by researcher(s) generally give DD.2.,ON,,,,REG,,,,,231,N,Y,100,100,N,,,1015.5,bog,,,,N,,,,,
878,VM D02,VM D02,52.7082,-84.0027,DD.4,Published studies by researcher(s) generally give DD.2.,ON,,,,REG,,,,,219,N,Y,100,100,N,,,627.4,fen,,,,N,,,,,
879,VM D03,VM D03,52.759,-84.1433,DD.4,Published studies by researcher(s) generally give DD.2.,ON,,,,REG,,,,,224,N,Y,100,100,N,,,649,bog,,,,N,,,,,
880,VM D200,VM D200,52.62,-84.12,DD.2,,ON,,,,REG,,,,,240,N,Y,100,100,N,,,573.8,bog,,,treed,Y,,,,,
881,VM D201,VM D201,52.716,-84.2531,DD.4,Published studies by researcher(s) generally give DD.2.,ON,,,,REG,,,,,201,N,Y,100,100,N,,,802.9,fen,,,treed,Y,,,,,
882,VM D202,VM D202,52.7149,-84.3213,DD.4,Published studies by researcher(s) generally give DD.2.,ON,,,,REG,,,,,215,N,Y,93.5,93.5,N,,,721,fen,,,treed,Y,,,,,
883,VM D204,VM D204,52.5423,-84.579,DD.4,Published studies by researcher(s) generally give DD.2.,ON,,,,REG,,,,,129,N,Y,100,100,N,,,439.8,fen,,,treed,Y,,,,,
884,VM D205,VM D205,52.4815,-84.6647,DD.4,Published studies by researcher(s) generally give DD.2.,ON,,,,REG,,,,,280,N,Y,100,100,N,,,902.8,bog,,,,N,,,,,
885,VM D206,VM D206,52.6517,-84.5761,DD.4,Published studies by researcher(s) generally give DD.2.,ON,,,,REG,,,,,257,N,Y,100,100,N,,,762.8,bog,,,,N,,,,,
886,VM D207,VM D207,52.8113,-84.4502,DD.4,Published studies by researcher(s) generally give DD.2.,ON,,,,REG,,,,,260,N,Y,100,100,N,,,911,bog,,,,N,,,,,
887,VM D208,VM D208,52.7541,-84.3549,DD.4,Published studies by researcher(s) generally give DD.2.,ON,,,,REG,,,,,238,N,Y,100,100,N,,,893.3,fen,,,treed,Y,,,,,
888,VM D209,VM D209,52.7921,-84.3453,DD.4,Published studies by researcher(s) generally give DD.2.,ON,,,,REG,,,,,138,N,Y,58,58,N,,,573,bog,,,,N,,,,,
889,KJ T1 SP3B,KJ T1 SP3B,51.587,-81.7708,DD.4,Published studies by researcher(s) generally give DD.2.,ON,,,,REG,,,,,180,N,Y,44.4,44.4,N,,,768.4,bog,,,,U,,,,,
890,Jog Lake,JogLake_PJB_EXT 101_2,50.3884,-85.2902,DD.4,Published studies by researcher(s) generally give DD.2.,ON,,,,REG-50,,,,,300,N,Y,83.3,83.3,N,,,1199.6,bog,,,,N,,,,,
891,Jog Lake,JogLake_PJB_EXT 101_3,50.3884,-85.2902,DD.4,Published studies by researcher(s) generally give DD.2.,ON,,,,REG-25,,,,,122,N,Y,79.5,79.5,N,,,585.3,bog,,,,N,,,,,
892,PBPP T2 SP2,PBPP T2 SP2,55.2324,-84.3281,DD.4,Published studies by researcher(s) generally give DD.2.,ON,,,,REG,,,,,44,N,Y,100,100,N,,,151,fen,,,,U,,,,,
893,PBPP T2 SP3,PBPP T2 SP3,55.2315,-84.3275,DD.4,Published studies by researcher(s) generally give DD.2.,ON,,,,REG,,,,,49,N,Y,100,100,N,,,165.7,fen,,,,N,,,,,herb; moss
894,PBPP T2 SP4,PBPP T2 SP4,55.2305,-84.3271,DD.4,Published studies by researcher(s) generally give DD.2.,ON,,,,REG,,,,,61,N,Y,100,100,N,,,207.9,fen,,,,U,,,,,
895,PBPP T3 SP4,PBPP T3 SP4,55.228,-84.3351,DD.4,Published studies by researcher(s) generally give DD.2.,ON,,,,REG,,,,,41,N,Y,100,100,N,,,162,fen,,,,U,,,,,
896,Detour Lake Bog #2,Detour Lake Bog #2,49.993,-79.9,DD DM.2,,ON,,,,REGHR,,,,,120.5,Y,,85.3,0,N,,,674.6,bog,,,,U,,,,,
897,Kinosheo lake peatand #6,Kinosheo lake peatland #6,51.55,-81.814,DD DM.2,,ON,,,,REGHR,,,,,254,Y,,96.1,0,N,,,961.8,bog,,,,U,,,,,
898,UT_VM-3-3_BO,UT_VM-3-3_BO,52.7123,-84.1714,DD.4,Published studies by researcher(s) generally give DD.2.,ON,2009,,,REGHR,,,,,245,N,Y,100,100,N,,,1062.5,fen,,,,N,,,,,
899,UT_VM-4-3_JB,UT_VM-4-3_JB,52.706,-84.183,DD.3,Published studies by researcher(s) generally give DD.2.,ON,2009,,,REGHR,,,,,304,N,Y,99.3,99.3,N,,,1227.9,bog,,,shrub,N,,,,,
900,KJ T2 SP3B,KJ T2 SP3B,51.593,-81.764,DD.3,Published studies by researcher(s) generally give DD.2.,ON,2009,,,REGHR,,,,,246,N,Y,100,100,N,,,1052.5,fen,poor,,,U,,,,,
901,HL02,HL02,54.61,-84.6,DD.2,,ON,2011,,,REGHR,,,,,230,N,Y,99.6,99.6,N,,,927.6,bog,,,,U,,,,,
902,Bouleau,Bouleau,50.527,-63.205,DD.3,,QC,2016,,,REGHR,,,,,426,Y,,100,24.2,N,,,3739.5,bog,,,,N,,,,,
903,Mista,Mista,50.805,-63.342,DD.3,,QC,2016,,,REGHR,,,,,228,N,Y,100,25,N,,,1236.5,bog,,,,N,,,,,
904,Auassat,Auassat,51.816,-63.693,DD.3,,QC,2016,,,REGHR,,,,,106,Y,,100,24.5,Y,,,574.4,fen,poor,,,U,,,,,
905,Casa,Cas0,49.551,-78.986,DD.3,,QC,2017,,,REGHR,,,,,42,Y,,100,0,N,,,271.9,bog,,,treed,Y,,,,,
906,Casa,Cas50,49.551,-78.986,DD.3,,QC,2017,,,REGHR,,,,,70,Y,,100,0,N,,,482.3,bog,,,treed,Y,,,,,
907,Casa,Cas100,49.551,-78.986,DD.3,,QC,2017,,,REGHR,,,,,96,Y,,100,0,N,,,689.6,bog,,,treed,Y,,,,,
908,Misask,M-L1,52.724,-72.213,DD.3,,QC,2016,,,REGHR,,,,,125,N,Y,100,0,N,,,620.5,fen,poor,string,,U,,,,,
909,Misask,M-C2,52.724,-72.213,DD.3,,QC,2016,,,REGHR,,,,,195,N,Y,100,25.1,N,,,1209.4,fen,poor,string,,U,,,,,
910,Misask,M-L2,52.724,-72.213,DD.3,,QC,2016,,,REGHR,,,,,116,N,Y,100,0,N,,,696.5,fen,poor,string,,U,,,,,
911,Cheinu,C-L1,52.648,-72.191,DD.3,,QC,2016,,,REGHR,,,,,130,N,Y,100,0,N,,,714,fen,poor,string,,U,,,,,
912,Cheinu,C-C1,52.648,-72.191,DD.3,,QC,2016,,,REGHR,,,,,203,N,Y,100,25.1,N,,,963.3,fen,poor,string,,U,,,,,
913,Cheinu,C-L2,52.648,-72.191,DD.3,,QC,2016,,,REGHR,,,,,149,N,Y,100,0,N,,,780.1,fen,poor,string,,U,,,,,
914,James Bay Lowlands (south) - Lili,L1,49.172,-79.37,DD.3,,QC,2015,,,REGHR,,,,,396,N,Y,100,0,N,,,1578.1,bog,,,treed : coniferous,Y,,,,,
915,James Bay Lowlands (south) - Lili,L2,49.172,-79.37,DD.3,,QC,2015,,,REGHR,,,,,242,Y,,100,0,N,,,1787.6,bog,,,treed : coniferous,Y,,,,,
916,James Bay Lowlands (south) - Lili,L3,49.172,-79.37,DD.3,,QC,2015,,,REGHR,,,,,146,N,Y,100,0,N,,,991,bog,,,treed : coniferous,Y,,,,,
917,James Bay Lowlands (south) - Villebois,V1,49.421,-79.003,DD.3,,QC,2015,,,REGHR,,,,,141,N,Y,100,0,N,,,875.3,bog,,,,N,,,,,
918,James Bay Lowlands (south) - Villebois,V2,49.421,-79.003,DD.3,,QC,2015,,,REGHR,,,,,96,N,Y,100,0,N,,,742.1,bog,,,treed : coniferous,Y,,,,,
919,James Bay Lowlands (south) - Villebois,V3,49.421,-79.003,DD.3,,QC,2015,,,REGHR,,,,,79,Y,,100,0,N,,,645.2,bog,,,treed : coniferous,Y,,,,,
920,Côte Nord - Baie Comeau – Lebel,BC1A,49.109,-68.2397,DD MM DS.1,,QC,2011,,,REGHR,,,,,505,N,Y,99.7,2.7,N,,18,1669.2,bog,,,,U,,,,,
921,Côte Nord - Baie Comeau – Lebel,BC1B,49.109,-68.2397,DD MM DS.1,,QC,2012,,,REGHR,,,,,100,N,DNT,98,0,N,,1,222.5,bog,,,,U,,,,,
922,Côte Nord - Baie Comeau – Lebel,BC1C,49.109,-68.2397,DD MM DS.1,,QC,2012,,,REGHR,,,,,100,N,DNT,98,0,N,,24,250,bog,,,,U,,,,,
923,Côte Nord - Baie Comeau – Lebel,Lebel,49.098,-68.222,DD DM.1,,QC,2009,,,REGHR,,,,,575,N,Y,100,0,N,,,3210.7,bog,,,,U,,,,,
924,Côte Nord - Baie Comeau – Baie,BC2A,49.0964,-68.2434,DD MM DS.1,,QC,2012,,,REGHR,,,,,100,N,DNT,99.5,0,N,,13,253.9,bog,,,,U,,,,,
925,Côte Nord - Baie Comeau – Baie,BC2B,49.0964,-68.2434,DD MM DS.1,,QC,2012,,,REGHR,,,,,100,N,DNT,98,0,N,,2,216.1,bog,,,,U,,,,,
926,Côte Nord - Baie Comeau – Baie,BC2C,49.0964,-68.2434,DD MM DS.1,,QC,2012,,,REGHR,,,,,100,N,DNT,98,0,N,,25,287.6,bog,,,,U,,,,,
927,Côte Nord - Baie Comeau – Baie,Baie,49.097,-68.25,DD DM.1,,QC,2009,,,REGHR,,,,,462,N,Y,100,0,N,,,2695.4,bog,,,,U,,,,,
928,Côte Nord - Baie Comeau – Baie,BaieD1,49.0968,-68.243,DD MM DS.1,,QC,2012,,,REGHR,,,,,452.8,Y,,100,0,N,,,3474.8,bog,,,,U,,,,,
929,Côte Nord - Baie Comeau – Baie,BaieTM,49.0935,-68.2463,DD MM DS.2,,QC,2010,,,REGHR,,,,,98,N,DNT,100,0,N,,,280.6,bog,,,,U,,,,,
930,Côte Nord - Baie Comeau – Manic,BC3A,49.1176,-68.2931,DD MM DS.1,,QC,2012,,,REGHR,,,,,100,N,DNT,100,0,N,,5,272.7,bog,,,,U,,,,,
931,Côte Nord - Baie Comeau – Manic,BC3B,49.1176,-68.2931,DD MM DS.1,,QC,2012,,,REGHR,,,,,100,N,DNT,100,0,N,,11,225.2,bog,,,,U,,,,,
932,Côte Nord - Baie Comeau – Manic,BC3C,49.1176,-68.2931,DD MM DS.1,,QC,2012,,,REGHR,,,,,100,N,DNT,100,0,N,,25,290.5,bog,,,,U,,,,,
933,Côte Nord - Baie Comeau – Manic,Manic,49.118,-68.305,DD DM.1,,QC,2010,,,REGHR,,,,,587,Y,,100,0,N,,,2891.4,bog,,,,U,,,,,
934,Côte Nord - Baie Comeau – Manic,C2,49.121,-68.299,DD MM SS,,QC,2010,,,REGHR,,,,,498,N,Y,100,0,N,,,1001.6,bog,,,,U,,,pool,,
935,Côte Nord - Baie Comeau – Manic,E5,49.121,-68.299,DD MM SS,,QC,2010,,,REGHR,,,,,528,Y,,100,0,N,,,1184.2,bog,,,,U,,,pool,,
936,Côte Nord - Baie Comeau – Manic,E5B,49.121,-68.299,DD MM SS,,QC,2010,,,REGHR,,,,,519,N,Y,100,0,N,,,1436.3,bog,,,,U,,,lawn,,
937,Côte Nord - Havre-St-Pierre – Plaine,HP1A,50.2741,-63.5419,DD MM DS.1,,QC,2011,,,REGHR,,,,,364,N,Y,100,3.7,N,,5,1526.9,bog,,plateau,,U,,,,,
938,Côte Nord - Havre-St-Pierre – Plaine,HP1B,50.2741,-63.5419,DD MM DS.1,,QC,2012,,,REGHR,,,,,75,N,DNT,100,0,N,,20,224,bog,,plateau,,U,,,,,
939,Côte Nord - Havre-St-Pierre – Plaine,HP1C,50.2741,-63.5419,DD MM DS.1,,QC,2012,,,REGHR,,,,,75,N,DNT,100,0,N,,42,257.7,bog,,plateau,,U,,,,,
940,Côte Nord - Havre-St-Pierre – Plaine,HP1D,50.2741,-63.5419,DD MM DS.1,,QC,2012,,,REGHR,,,,,75,N,DNT,97.3,0,N,,58,337,bog,,plateau,,U,,,,,
941,Côte Nord - Havre-St-Pierre – Plaine,Plaine,50.275,-63.538,DD DM.1,,QC,2009,,,REGHR,,,,,357,N,Y,100,0,N,,,1722.7,bog,,plateau,,U,,,,,
942,Côte Nord - Havre-St-Pierre – Morts,HP2A,50.2642,-63.6693,DD MM DS.1,,QC,2012,,,REGHR,,,,,80,N,DNT,61.9,0,N,,15,337.2,bog,,plateau,,U,,,,,
943,Côte Nord - Havre-St-Pierre – Morts,HP2B,50.2642,-63.6693,DD MM DS.1,,QC,2012,,,REGHR,,,,,75,N,DNT,100,0,N,,5,307.5,bog,,plateau,,U,,,,,
944,Côte Nord - Havre-St-Pierre – Morts,HP2C,50.2642,-63.6693,DD MM DS.1,,QC,2012,,,REGHR,,,,,75,N,DNT,100,0,N,,20,210.8,bog,,plateau,,U,,,,,
945,Côte Nord - Havre-St-Pierre – Morts,HP2D,50.2642,-63.6693,DD MM DS.1,,QC,2012,,,REGHR,,,,,50,N,DNT,100,0,N,,22,185.5,bog,,plateau,,U,,,,,
946,Côte Nord - Havre-St-Pierre – Morts,Morts,50.263,-63.668,DD DM.1,,QC,2009,,,REGHR,,,,,280,Y,,100,0,N,,,1518.1,bog,,plateau,,U,,,,,
947,Côte Nord - Havre-St-Pierre - Morts-Sud,Morts-Sud,50.26,-63.662,DD DM.1,,QC,2009,,,REGHR,,,,,259,N,Y,100,0,N,,,1582.8,bog,,plateau,,U,,,,,
948,Côte Nord - Havre-St-Pierre - Romaine,HP3A,50.2814,-63.682,DD MM DS.1,,QC,2012,,,REGHR,,,,,80,N,DNT,67.5,0,N,,13,355.8,bog,,plateau,,U,,,,,
949,Côte Nord - Havre-St-Pierre - Romaine,HP3B,50.2814,-63.682,DD MM DS.1,,QC,2012,,,REGHR,,,,,75,N,DNT,100,0,N,,6,270.4,bog,,plateau,,U,,,,,
950,Côte Nord - Havre-St-Pierre - Romaine,HP3C,50.2814,-63.682,DD MM DS.1,,QC,2012,,,REGHR,,,,,75,N,DNT,94.7,0,N,,38,316.7,bog,,plateau,,U,,,,,
951,Côte Nord - Havre-St-Pierre - Romaine,HP3D,50.2814,-63.682,DD MM DS.1,,QC,2012,,,REGHR,,,,,75,N,DNT,98.7,0,N,,48,279,bog,,plateau,,U,,,,,
952,Côte Nord - Havre-St-Pierre – Romaine-C,Romaine,50.295,-63.715,DD DM.1,,QC,2009,,,REGHR,,,,,180,N,Y,100,0,N,,,1181,bog,,plateau,,U,,,,,
953,Côte Nord - Havre-St-Pierre – Romaine-C,Romaine-C,50.295,-63.715,DD DM.1,,QC,2009,,,REGHR,,,,,262,N,Y,100,0,N,,,1649.4,bog,,plateau,,U,,,,,
954,Côte Nord - Havre-St-Pierre – Romaine-C,A5,50.298,-63.691,DD MM SS,,QC,2010,,,REGHR,,,,,180,Y,,100,0,N,,,795.4,bog,,plateau,,U,,,,,
955,Côte Nord - Havre-St-Pierre – Romaine-C,D6,50.298,-63.691,DD MM SS,,QC,2010,,,REGHR,,,,,191,Y,,100,0,N,,,520.1,bog,,plateau,,U,,,pool,,
956,Côte Nord - Havre-St-Pierre – Romaine-C,B3,50.298,-63.691,DD MM SS,,QC,2010,,,REGHR,,,,,119,N,Y,100,0,N,,,350.5,bog,,plateau,,U,,,pool,,
957,Côte Nord - Havre-St-Pierre – Romaine-C,F3,50.298,-63.691,DD MM SS,,QC,2010,,,REGHR,,,,,228,N,Y,99.1,0,N,,,1005.7,bog,,plateau,,U,,,lawn,,
958,Côte Nord - Ile-du-Havre,IDH,50.225,-63.6087,DD MM DS.1,,QC,2012,,,REGHR,,,,,622.6,Y,,100,0,N,,,4293.5,bog,,,,U,,,,,
959,Côte Nord - Red Bay,BS1A,51.7591,-56.4146,DD MM DS.1,,NL,2013,,,REGHR,,,,,50,N,DNT,100,0,Y,40,22,306.1,bog,,palsa,,U,,,,,
